,LOC,PER,ORG,DATE,Mean
lug,0.73006076,0.88324916,0.81631386,0.7742637,0.8009718
kin,0.73537815,0.819546,0.8167454,0.7801099,0.78794485
nya,0.7299823,0.8344027,0.80437505,0.75565886,0.78110474
sna,0.744354,0.7859696,0.7986435,0.77387327,0.7757101
luo,0.73408926,0.8115492,0.78439677,0.7668828,0.7742295
tsn,0.7150627,0.81447077,0.7912715,0.76592124,0.77168155
wol,0.733557,0.8083763,0.77228737,0.76957715,0.7709495
ibo,0.7247461,0.8105361,0.76887554,0.76166385,0.7664554
twi,0.7153808,0.81426466,0.7881324,0.737194,0.763743
ewe,0.71563745,0.8055551,0.7800027,0.73577267,0.75924194
pcm,0.7270255,0.81836617,0.77106863,0.702034,0.7546236
xho,0.7300067,0.77261066,0.7704432,0.73483884,0.7519748
zul,0.71741784,0.770597,0.770659,0.74380094,0.7506187
swa,0.72079164,0.8104528,0.7389382,0.72202563,0.74805206
mos,0.7189285,0.7907431,0.763651,0.7176231,0.74773645
bam,0.71907765,0.80176294,0.73848855,0.7216003,0.7452324
hau,0.71444523,0.7875973,0.74934113,0.69526374,0.7366619
fon,0.69902515,0.79847693,0.7565874,0.6860025,0.73502296
yor,0.69897103,0.76387656,0.7402547,0.7357044,0.7347017
bbj,0.69546956,0.8030339,0.7291665,0.7017804,0.73236257
