,ORG,PER,DATE,LOC,Mean
kin,0.9999898076057434,0.9999762177467346,0.9999966621398926,0.9999940991401672,0.9999928573767344
twi,0.9999892711639404,0.9999634623527527,0.9999935030937195,0.9999926090240479,0.9999907047320635
luo,0.9999837279319763,0.9999842643737793,0.9999951124191284,0.9999927282333374,0.9999902821504153
zul,0.9999849796295166,0.9999592900276184,0.9999933838844299,0.9999891519546509,0.9999880225230486
ewe,0.9999892115592957,0.9999522566795349,0.9999857544898987,0.9999902248382568,0.999987006951601
lug,0.9999789595603943,0.9999600648880005,0.9999951720237732,0.9999855756759644,0.9999855496944525
tsn,0.999968409538269,0.9999594688415527,0.9999971985816956,0.9999900460243225,0.9999842276939979
bam,0.999981701374054,0.9999676942825317,0.9999908804893494,0.9999773502349854,0.9999827100680425
hau,0.9999961256980896,0.999951183795929,0.9999849200248718,0.9999678730964661,0.9999817502804291
ibo,0.999991774559021,0.9999606609344482,0.999997615814209,0.9999570846557617,0.9999813315195915
mos,0.9999871253967285,0.9999329447746277,0.9999861717224121,0.9999746084213257,0.999980724010712
fon,0.9999886751174927,0.9999321699142456,0.9999739527702332,0.9999815225601196,0.9999794906530625
wol,0.9999704360961914,0.999945878982544,0.9999956488609314,0.9999757409095764,0.9999792728668604
bbj,0.9999949932098389,0.9999499320983887,0.999991238117218,0.9999520778656006,0.9999783016168154
sna,0.9999561309814453,0.9999687671661377,0.9999880194664001,0.9999843239784241,0.999975873873784
nya,0.9999774694442749,0.9999743700027466,0.9999697208404541,0.9999770522117615,0.99997473297975
xho,0.9999825954437256,0.9999353885650635,0.9999693036079407,0.9999719858169556,0.9999731190693684
yor,0.9999783635139465,0.9999540448188782,0.9999931454658508,0.9999421238899231,0.9999705507205083
swa,0.9999288320541382,0.9999597668647766,0.9999305605888367,0.9999908208847046,0.9999504440870041
pcm,0.9999362230300903,0.9999613165855408,0.9999160766601562,0.9999898672103882,0.9999479246445191
