Language,Cosine_Similarity
lug,0.99954253
kin,0.99946547
sna,0.99929994
tsn,0.9991489
luo,0.9990817
nya,0.9990375
wol,0.9986751
ibo,0.9981979
pcm,0.99813527
ewe,0.9975272
mos,0.9968721
xho,0.99674815
zul,0.9965912
yor,0.9962838
twi,0.9958872
bam,0.99581116
hau,0.9952741
bbj,0.99503034
swa,0.99455154
fon,0.9943368
