Language,Cosine_Similarity
lug,0.99967736
pcm,0.99913085
swa,0.99903893
tsn,0.9990389
twi,0.9989855
bam,0.9988853
kin,0.998781
nya,0.99856454
wol,0.99847806
ewe,0.99846816
luo,0.9981403
hau,0.99813336
ibo,0.99813306
zul,0.9980703
xho,0.9978613
mos,0.99757344
bbj,0.9975075
sna,0.99720323
fon,0.99656683
yor,0.99583966
