,PER,LOC,ORG,DATE,SWD_mean
bam,0.007161544280734233,0.00989983753697743,0.008648692531096458,0.006585561749488988,0.008073909024574277
bbj,0.005937479202657414,0.011325649891205103,0.005810442668916949,0.007567367919818935,0.0076602349206496
ewe,0.006442497340685804,0.008568611717237218,0.00564614621362125,0.00934466830403835,0.007500480893895656
fon,0.006701883523419383,0.011471589260509063,0.006747287919097289,0.008812341386601474,0.008433275522406802
hau,0.006107916831751936,0.013224791420725523,0.007557276330771856,0.008619269141036057,0.008877313431071343
ibo,0.0054158633183760685,0.01020201768278639,0.006540031662552792,0.005198816640131554,0.006839182325961701
kin,0.007720573863025493,0.00798810752985446,0.004911206910037436,0.0057458400005998556,0.006591432075879311
lug,0.0038765320337006415,0.008188311342564702,0.009223928498613532,0.007845699057270394,0.0072836177330373175
luo,0.007381888794043334,0.008928527691750787,0.006110410326527926,0.007478224885289819,0.007474762924402967
mos,0.007384830645605689,0.009488214909652015,0.005877839050754119,0.009969666253709875,0.008180137714930424
nya,0.0056025364274319145,0.009037354974680056,0.005230730567745923,0.007711194289640844,0.006895454064874684
pcm,0.007494498535379535,0.008270571536741045,0.009780459313333267,0.012633597423700849,0.009544781702288674
sna,0.005997123650558933,0.010315921306755627,0.00848960337225435,0.00576115726153148,0.007640951397775098
swa,0.007507380031711364,0.00637040613219142,0.009955529060789559,0.010319375946437503,0.008538172792782461
tsn,0.007190329934019246,0.009188279272166255,0.006731692760695296,0.005348277823031822,0.007114644947478155
twi,0.006147230421447603,0.008405414212575124,0.004815059277007094,0.006484843434463983,0.006463136836373451
wol,0.005766910833699512,0.010632164489834395,0.006460662505560322,0.005972075832687551,0.007207953415445445
xho,0.005938344879723445,0.01031171265640296,0.0069833124689466786,0.005936076549460267,0.007292361638633338
yor,0.008021641991945216,0.01169778155599488,0.006932198507456633,0.008057091121827398,0.008677178294306032
zul,0.007325908379698376,0.009846934589404555,0.00561289594088521,0.006290721413279243,0.007269115080816846
