,ORG,PER,LOC,DATE
bam,0.8875750303268433,0.9459491968154907,0.9176557660102844,0.9494646191596985
bbj,0.9232553839683533,0.9450876712799072,0.813723623752594,0.8858515024185181
ewe,0.9420886039733887,0.9379723072052002,0.9046947360038757,0.8247523307800293
fon,0.939820408821106,0.928825855255127,0.8826557993888855,0.8977392315864563
hau,0.9606471061706543,0.9565750360488892,0.8869603276252747,0.9453988671302795
ibo,0.9506171941757202,0.9555924534797668,0.8939722180366516,0.9602867364883423
kin,0.9680655002593994,0.9607460498809814,0.9499179720878601,0.9528424739837646
lug,0.9604664444923401,0.9414986968040466,0.9478850960731506,0.936123251914978
luo,0.9475252628326416,0.9433363676071167,0.9404479265213013,0.9531601667404175
mos,0.9483975172042847,0.9452171325683594,0.9045727849006653,0.8811944723129272
nya,0.9671353101730347,0.9587913155555725,0.8997528553009033,0.9373788833618164
pcm,0.9127035140991211,0.9514816999435425,0.9176799058914185,0.7912887930870056
sna,0.9485920667648315,0.9574844837188721,0.8854140639305115,0.958993673324585
swa,0.9241260886192322,0.9392247200012207,0.9354857206344604,0.9033823609352112
tsn,0.9246408939361572,0.9454530477523804,0.906557559967041,0.948879599571228
twi,0.9664037227630615,0.963361918926239,0.9460943937301636,0.9368305206298828
wol,0.9439576268196106,0.9529466032981873,0.8922195434570312,0.9406169056892395
xho,0.9423853158950806,0.9047080874443054,0.8747704029083252,0.964461624622345
yor,0.925528883934021,0.8830601572990417,0.8110755681991577,0.8856366872787476
zul,0.956928551197052,0.9152799844741821,0.9016550183296204,0.9505609273910522
