,DATE,LOC,PER,ORG,Mean
luo,0.9851982593536377,0.9879564642906189,0.9744518995285034,0.9864152073860168,0.9863332093857092
twi,0.9775762557983398,0.9913060665130615,0.9733781814575195,0.9904067516326904,0.9862241557263952
tsn,0.9884661436080933,0.9864768981933594,0.9738945960998535,0.9805896282196045,0.9849998722552001
kin,0.9737275242805481,0.9921703338623047,0.9605465531349182,0.9874048233032227,0.9840580433059553
zul,0.988644003868103,0.975368857383728,0.9702615141868591,0.9849763512611389,0.982795854722421
sna,0.9916804432868958,0.9687541127204895,0.9712875485420227,0.9842779040336609,0.9814088787306637
nya,0.974613606929779,0.9842811822891235,0.9685408473014832,0.9820770025253296,0.9801383702147977
ibo,0.9922252297401428,0.9564238786697388,0.9708302617073059,0.9868342876434326,0.9783737692307299
swa,0.9632807970046997,0.9918323159217834,0.968989908695221,0.9797281622886658,0.9781341177272046
xho,0.9923050999641418,0.9604807496070862,0.9708921909332275,0.9784793257713318,0.976990813814749
hau,0.9908231496810913,0.9570483565330505,0.973254382610321,0.9758421778678894,0.974550490304241
bam,0.9657390713691711,0.9743533730506897,0.9596012234687805,0.971332848072052,0.9703038553866189
lug,0.9365609884262085,0.9914917349815369,0.9684451222419739,0.9826348423957825,0.9702010930679602
ewe,0.938875138759613,0.985588550567627,0.9688237905502319,0.9818779826164246,0.968781238152912
wol,0.9637678265571594,0.9642235636711121,0.9748382568359375,0.9766291379928589,0.9683112744584171
fon,0.9673107862472534,0.94522625207901,0.9626526832580566,0.9790917634963989,0.9638569982345961
pcm,0.917518675327301,0.98829585313797,0.9744505882263184,0.9826095700263977,0.9629913801596234
mos,0.9370809197425842,0.9610069990158081,0.9671316146850586,0.9848396182060242,0.9610727868993764
yor,0.9576698541641235,0.9328324794769287,0.948408305644989,0.9816182851791382,0.9572323548199311
bbj,0.9456510543823242,0.9343940615653992,0.9738996028900146,0.9697517156600952,0.9503097154024079
