,LOC,PER,ORG,DATE
bam,0.9999943375587463,0.9999814033508301,0.9999966025352478,
bbj,0.999988317489624,0.9999984502792358,0.9999920129776001,
ewe,0.9999951124191284,0.9999967813491821,0.9999986886978149,
fon,0.9999509453773499,0.9999973773956299,0.9999983310699463,
hau,0.9999843835830688,0.9999917149543762,0.9999977350234985,
ibo,0.9999527931213379,,0.9999963641166687,
kin,0.9999980330467224,0.9999992847442627,0.9999849796295166,
lug,,0.999999463558197,0.9999825954437256,
luo,,0.9999964237213135,0.999992847442627,
mos,0.9999884366989136,0.9999881386756897,0.9999968409538269,
nya,0.9999940991401672,0.9999977350234985,0.9999897480010986,
pcm,0.9999470114707947,0.9999626874923706,0.9999905824661255,
sna,0.9999905228614807,0.9999832510948181,0.9999953508377075,
swa,0.9999974370002747,0.9999984502792358,0.9999816417694092,
tsn,0.9999974966049194,,0.9999843239784241,
twi,0.9999950528144836,0.9999777674674988,0.9999983906745911,
wol,0.9999902248382568,0.9999956488609314,0.9999929666519165,
xho,0.9999832510948181,0.9999921917915344,0.9999881386756897,
yor,0.9999379515647888,,0.9999969601631165,
zul,0.9999971985816956,0.9999989867210388,0.9999952912330627,
