,LOC,PER,DATE,ORG,Mean
luo,0.9358650786066034,0.8478086750775162,0.9387862552796592,0.9659758997135064,0.9221089771693214
lug,0.9523030054390023,0.8476035816598622,0.9382993762863023,0.948750528591831,0.9217391229942495
kin,0.9366747173234707,0.8392811358818965,0.9513233578236201,0.9596547624579671,0.9217334933717386
twi,0.9195713831381777,0.8553476449246098,0.9333876115913475,0.9691219980825344,0.9193571594341673
ibo,0.9015864926796424,0.8518896367883699,0.966380878765629,0.9543361709363981,0.9185482947925099
swa,0.9420755915984684,0.8289252901600791,0.9311022790279464,0.9667648442198084,0.9172170012515755
sna,0.8725479257076564,0.841702804787955,0.9753339667785437,0.9584456009896063,0.9120075745659403
nya,0.9011269253053903,0.8303025718779435,0.930374066231383,0.9662007174681768,0.9070010702207234
zul,0.8889916994436204,0.8458982615439671,0.9412855566033348,0.9492986656165284,0.9063685458018627
tsn,0.878808942985121,0.8386187128708282,0.9488900473320107,0.9590053315263447,0.9063307586785763
xho,0.8331337877563312,0.852723367985289,0.975589931790507,0.9395440700556889,0.900247789396954
wol,0.8336187249632592,0.8534800710074835,0.945173525988529,0.9459859146408665,0.8945645591500345
hau,0.8392747675077749,0.8366003661089149,0.9571712037055372,0.943856962106766,0.8942258248572482
pcm,0.9127101776302201,0.8525686201528329,0.8456008474965204,0.9490554485079189,0.8899837734468731
bam,0.874623964267058,0.8336952157639548,0.9163181630448707,0.896275586536302,0.8802282324030463
ewe,0.8988062198096277,0.8351952123170717,0.8330907316927173,0.9528137522275609,0.8799764790117445
mos,0.8542979416347993,0.8400995031413816,0.8733483275214428,0.9462891103392084,0.8785087206592079
fon,0.8201735569156198,0.8345161541735251,0.8649551750803712,0.9343710807770019,0.8635039917366295
yor,0.7183078525279145,0.7913080442781086,0.8888810976951629,0.9208358310948792,0.8298332063990164
bbj,0.711438057984742,0.8491891978806811,0.8395973266634534,0.872881291831402,0.8182764685900696
