,ORG,LOC,DATE,PER,Mean
twi,0.9134616576521674,0.8527461182367767,0.8606313329803705,0.7340351101114605,0.8402185547451938
luo,0.8990920407596282,0.884968870886078,0.8571152508146329,0.7121322506846676,0.8383271032862517
kin,0.8896979103188924,0.8813096203314765,0.8846341775716725,0.6920223875270551,0.8369160239372742
lug,0.8528435391213246,0.9042711401022201,0.8575914825856696,0.7224964103883611,0.8343006430493938
ibo,0.8677870536832724,0.8191527671724241,0.9234353853874944,0.7142205547551964,0.8311489402495968
sna,0.8923278971901651,0.7769173691001042,0.9364729477190216,0.709803385250903,0.8288803998150486
swa,0.8825680265842492,0.8780304293388129,0.8160073159622743,0.6974002390836398,0.818501502742244
nya,0.9018254034770797,0.8201980254992639,0.8559630563184792,0.6903208872775527,0.8170768431430939
zul,0.8565340758583622,0.7914045754040181,0.8647158572996256,0.7033324468680617,0.803996738857517
tsn,0.8735843992314524,0.7461664403703171,0.8862735713974073,0.6952889283805961,0.8003283348449433
xho,0.8447400094534614,0.68142974385356,0.9376684744369203,0.7081557785228514,0.7929985015666983
hau,0.8527823272372077,0.7110052524940708,0.8722579500769589,0.7019682626746279,0.7845034481207163
wol,0.8553011387290494,0.7055410536106712,0.8450852597224352,0.7172277180548207,0.7807887925292442
mos,0.85689684456959,0.7393446104049084,0.7340399839440799,0.7100499238165291,0.7600828406837769
ewe,0.8598766409685917,0.7959591952325398,0.6723053964940137,0.6915783143479323,0.7549298867607694
bam,0.7811358200956825,0.7562108020652102,0.7937398331065622,0.6877068979587031,0.7546983383065395
pcm,0.8413754064697376,0.8209207448372695,0.621426528531549,0.7212386684040062,0.7512403370606406
fon,0.8326323258457466,0.6802473174601442,0.7440976683361775,0.6855559646178015,0.7356333190649675
yor,0.8223986740658421,0.5251944577657341,0.7469923575030393,0.6168783169686001,0.6778659515758039
bbj,0.6954869015539069,0.48981756666681375,0.6858895898112157,0.7243002618093021,0.6488735799603097
