Language,Cosine_Similarity
lug,0.9636737
xho,0.95562685
zul,0.95500714
kin,0.9500141
nya,0.92082536
sna,0.9170422
luo,0.8977428
tsn,0.896869
hau,0.8785007
wol,0.8661057
ibo,0.85298276
twi,0.8398555
ewe,0.83750767
bam,0.8358166
mos,0.8145417
swa,0.773867
pcm,0.7453419
fon,0.71152985
yor,0.6872008
bbj,0.674962
