,LOC,ORG,PER,DATE,Mean
lug,0.99774057,0.99575937,0.99823284,0.9848622,0.99414873
kin,0.9959294,0.9925125,0.99348205,0.9881269,0.9925127
nya,0.9933027,0.99395984,0.9952157,0.9829737,0.9913629
sna,0.9927386,0.9921409,0.99028313,0.98737377,0.9906341
xho,0.9898251,0.989746,0.97889864,0.988757,0.98680675
luo,0.990839,0.9891298,0.991814,0.97431356,0.98652405
zul,0.9903912,0.9861971,0.99194694,0.97459084,0.9857815
tsn,0.9858377,0.9899813,0.98760873,0.979505,0.9857332
wol,0.98253644,0.9833475,0.98586255,0.9755709,0.98182935
hau,0.9803035,0.9787968,0.9841206,0.98294485,0.9815414
ibo,0.9848132,0.97674704,0.98826206,0.9730319,0.9807136
swa,0.9792146,0.9796423,0.98815966,0.9679614,0.97874445
twi,0.97357917,0.9846258,0.9849758,0.9647136,0.9769736
bam,0.97403014,0.96525997,0.9804016,0.97346485,0.97328913
ewe,0.9730129,0.9748368,0.9799826,0.96263963,0.972618
mos,0.96359634,0.9752058,0.98496974,0.96378434,0.971889
yor,0.9564183,0.963447,0.95848,0.943692,0.9555093
pcm,0.9527104,0.9590752,0.97338164,0.9222187,0.9518465
fon,0.94712925,0.9521041,0.9684342,0.89952654,0.94179857
bbj,0.8926364,0.8952509,0.95269585,0.91708666,0.91441745
