,LOC,PER,DATE,ORG,Mean
ewe,0.9988280736421924,0.998475220711332,0.996124050664006,0.9981499682467977,0.9978943283160819
hau,0.9990094991428865,0.9980006235167977,0.9938676960689397,0.9995026317981197,0.9975951126316859
bam,0.998362306219197,0.9983960310396434,0.9946693734094825,0.99755862099412,0.9972465829156106
swa,0.9981715411280689,0.9994010917056676,0.9923587399653367,0.9987738775132879,0.9971763125780904
ibo,0.9985657511348582,0.9989406113385464,0.9916150030484063,0.9994006138001156,0.9971304948304817
xho,0.9988280440272617,0.9986957793748543,0.997401180341746,0.9922452025197465,0.9967925515659021
yor,0.9988457608468592,0.9989040377088862,0.9899340480726091,0.99940732748901,0.9967727935293411
nya,0.9987624565519092,0.9990029312054688,0.9886036826030214,0.9996553786744895,0.9965061122587222
twi,0.997442282468215,0.9990980065487225,0.9899066016393704,0.9995061519161844,0.996488260643123
luo,0.9977041975290359,0.99922455423695,0.9883456100392236,0.9993064111803427,0.9961451932463881
bbj,0.9982942448093801,0.9986051810160326,0.9888796750920478,0.9987249515735518,0.9961260131227531
tsn,0.9993116482923718,0.9992329592271835,0.9872726895942993,0.9967812278377585,0.9956496312379033
sna,0.9986582979296634,0.9991566598002507,0.9847805832098562,0.9998015385510145,0.9955992698726962
lug,0.9994978724743228,0.9992722456711646,0.9840968964350603,0.9994796393843711,0.9955866634912297
mos,0.9975022089328592,0.9990426319409035,0.986415579151981,0.9993756037874213,0.9955840059532912
pcm,0.9953678900550262,0.9993006231750303,0.9873511274840915,0.9995157750358352,0.9953838539374958
zul,0.9945997932809777,0.9966852084215417,0.9943940372883887,0.9926627002737919,0.994585434816175
kin,0.9981969860239153,0.9986617818809608,0.9842436287795429,0.9970692061106846,0.9945429006987759
wol,0.9994837591346657,0.9991263170394463,0.9817199283652295,0.9971173756701872,0.9943618450523822
fon,0.99872113307971,0.993591587391798,0.9833940574080593,0.9973290290480831,0.9932589517319126
