,LOC,ORG,DATE,PER
bam,0.9725861549377441,0.9643718600273132,0.9790581464767456,0.9870048761367798
bbj,0.9387038350105286,0.9667622447013855,0.9640845060348511,0.9684799313545227
ewe,0.9803852438926697,0.9830085635185242,0.9746451377868652,0.976834237575531
fon,0.9720756411552429,0.9708178043365479,0.9397529363632202,0.9603500962257385
hau,0.9837571978569031,0.9872270822525024,0.9820581078529358,0.9900306463241577
ibo,0.9827879071235657,0.9828091263771057,0.987863302230835,0.986660361289978
kin,0.9875336289405823,0.9911291003227234,0.9811808466911316,0.9956921935081482
lug,0.9867253303527832,0.9930446743965149,0.9828391671180725,0.9918532967567444
luo,0.9911673069000244,0.9874890446662903,0.98704594373703,0.9749153852462769
mos,0.9858328700065613,0.9878148436546326,0.9676989316940308,0.9842817783355713
nya,0.9820660948753357,0.9948539137840271,0.9813149571418762,0.9892618060112
pcm,0.9740371704101562,0.9721711277961731,0.9513312578201294,0.9745466709136963
sna,0.9939640164375305,0.9907134771347046,0.9657207727432251,0.9890565872192383
swa,0.9738157987594604,0.9726237058639526,0.9698742032051086,0.9619174599647522
tsn,0.9834470748901367,0.9865720868110657,0.9867571592330933,0.9832172393798828
twi,0.9849205017089844,0.9880949854850769,0.9730943441390991,0.9823293685913086
wol,0.982790470123291,0.9841110706329346,0.9791592359542847,0.9788356423377991
xho,0.985158383846283,0.9908249378204346,0.9904454350471497,0.9724496006965637
yor,0.9473639130592346,0.9727885127067566,0.9719900488853455,0.9502599239349365
zul,0.9734432697296143,0.9928244352340698,0.9832950830459595,0.9803156852722168
