,LOC,ORG,PER,DATE,Mean
kin,0.9456334710121155,0.9722768664360046,0.8109615445137024,0.966492772102356,0.9590975274564087
ibo,0.9400027394294739,0.9576536417007446,0.8052352070808411,0.9737151861190796,0.9547319085266334
luo,0.9439191818237305,0.9574038982391357,0.82309889793396,0.9669020771980286,0.9539809397512221
twi,0.9404257535934448,0.9732133746147156,0.819202184677124,0.9475803971290588,0.9516211385176251
sna,0.9175947308540344,0.9622352719306946,0.8246342539787292,0.9702915549278259,0.9480656174224192
nya,0.9283544421195984,0.9616541266441345,0.8364793062210083,0.9593282341957092,0.9479946882080218
zul,0.9255179762840271,0.9579982757568359,0.8172643780708313,0.9652597308158875,0.9475080948176346
lug,0.9233347773551941,0.9588731527328491,0.8311010003089905,0.9483913779258728,0.941762518382135
hau,0.910787045955658,0.9599173665046692,0.8327323198318481,0.9571139216423035,0.9408758154378476
tsn,0.91156405210495,0.9496716260910034,0.8287937641143799,0.9649938941001892,0.9402925436265199
xho,0.9002193212509155,0.9438909292221069,0.8157581090927124,0.9819100499153137,0.9400185989582632
wol,0.9168526530265808,0.9469893574714661,0.8322396278381348,0.9495531916618347,0.9361360578399318
mos,0.9297119975090027,0.9467599391937256,0.8138785362243652,0.9028204083442688,0.9246583053759077
swa,0.9108536243438721,0.9330499768257141,0.8211641311645508,0.9124405384063721,0.917244100351659
fon,0.9188306331634521,0.9291703104972839,0.8061476945877075,0.8993884921073914,0.9140697260854125
bam,0.9386091828346252,0.8504114151000977,0.8067051768302917,0.9522582292556763,0.9120737124928652
ewe,0.9089075326919556,0.9448575973510742,0.8188566565513611,0.874769389629364,0.9080838711242977
yor,0.8704296946525574,0.9410086870193481,0.7925190329551697,0.9127085208892822,0.9062295984721246
pcm,0.9219826459884644,0.9331428408622742,0.8275249004364014,0.8660469651222229,0.9058050023602062
bbj,0.8521061539649963,0.9245780110359192,0.8207173347473145,0.8948391079902649,0.8894086958855156
