,ORG,LOC,PER,DATE,Mean
kin,0.9794521331787109,0.9763073325157166,0.9664766788482666,,0.9775476050608366
twi,0.9829922318458557,0.9667330980300903,0.9635514616966248,,0.9745332124163804
luo,0.9701727032661438,0.9792819023132324,0.9657595157623291,,0.9744661051092796
ibo,0.9735478758811951,0.9720639586448669,0.9591144919395447,,0.972407137884677
zul,0.9772175550460815,0.9670088291168213,0.9660964012145996,,0.9719379457455237
mos,0.982896089553833,0.9627087116241455,0.9421256184577942,,0.9719089020803137
fon,0.9833982586860657,0.9618234634399414,0.9472847580909729,,0.9718732075783812
tsn,0.9729515314102173,0.9709831476211548,0.9592497944831848,,0.9715969255827006
lug,0.977452278137207,0.962340235710144,0.9414646625518799,,0.9690681522332348
ewe,0.9766215682029724,0.9618862867355347,0.9543733596801758,,0.9688205128734552
swa,0.9635013341903687,0.9739218950271606,0.9499787092208862,,0.9681659960052342
sna,0.9650611877441406,0.9710096120834351,0.9615914225578308,,0.9678477112529347
hau,0.9762864708900452,0.9590376019477844,0.9590674638748169,,0.9674117090632615
bam,0.9589651823043823,0.9752393960952759,0.9565117955207825,,0.966793828218886
nya,0.971056342124939,0.9575750231742859,0.9550131559371948,,0.9640447352696391
xho,0.9741159081459045,0.9533705711364746,0.9550509452819824,,0.9634900660190767
pcm,0.9478626251220703,0.9793913960456848,0.956834614276886,,0.963429173798237
wol,0.9724991321563721,0.9534286260604858,0.9679791927337646,,0.9631099562043125
bbj,0.9726537466049194,0.9376330375671387,0.9658188223838806,,0.9554543269490733
yor,0.972871720790863,0.9159857630729675,0.9446374773979187,,0.9444348216056824
