,DATE,ORG,LOC,PER
bam,0.9999969005584717,0.999998152256012,0.9999982714653015,0.9999979138374329
bbj,0.9999977946281433,0.9999949336051941,0.9999927282333374,0.9999973177909851
ewe,0.999993622303009,0.9999993443489075,0.9999977350234985,0.9999973177909851
fon,0.9999977946281433,0.9999980926513672,0.9999974966049194,0.9999942779541016
hau,0.9999958276748657,0.9999968409538269,0.9999958872795105,0.9999975562095642
ibo,0.999998927116394,0.9999992251396179,0.9999957084655762,0.9999982118606567
kin,0.9999973773956299,0.9999980926513672,0.9999985694885254,0.9999974966049194
lug,0.9999967217445374,0.9999962449073792,0.999999463558197,0.9999999403953552
luo,0.9999983310699463,0.9999974370002747,0.9999995231628418,0.9999910593032837
mos,0.9999974370002747,0.9999979734420776,0.9999970197677612,0.9999910593032837
nya,0.9999934434890747,0.9999972581863403,0.9999985098838806,0.999998927116394
pcm,0.9999811053276062,0.9999948740005493,0.9999989867210388,0.9999986290931702
sna,0.9999934434890747,0.9999968409538269,0.999992847442627,0.9999984502792358
swa,0.9999843239784241,0.999992311000824,0.9999997615814209,0.9999986886978149
tsn,0.9999966621398926,0.9999947547912598,0.9999982714653015,0.9999973773956299
twi,0.9999978542327881,0.9999988079071045,0.9999997615814209,0.9999984502792358
wol,0.9999980330467224,0.9999959468841553,0.9999960064888,0.9999954104423523
xho,0.9999968409538269,0.9999979734420776,0.9999930262565613,0.9999955892562866
yor,0.9999989867210388,0.9999980330467224,0.9999955296516418,0.9999977350234985
zul,0.9999972581863403,0.9999985694885254,0.9999950528144836,0.9999952912330627
