,ORG,PER,LOC,DATE,Mean
twi,0.9898008108139038,0.9137505888938904,0.9792479276657104,0.9791339635848999,0.981375077581094
kin,0.9840587973594666,0.8898296356201172,0.9791783094406128,0.9858835935592651,0.9812125746720757
luo,0.9773256778717041,0.9152085781097412,0.9770034551620483,0.98527592420578,0.9786005137013454
ibo,0.9833718538284302,0.9025356769561768,0.9607582092285156,0.9873607158660889,0.9757003005034004
lug,0.9719406962394714,0.8794171810150146,0.9846475124359131,0.9721763730049133,0.9743560825298035
zul,0.9777552485466003,0.8940443992614746,0.9639480113983154,0.9846819043159485,0.9738653033387428
tsn,0.9682905673980713,0.9064709544181824,0.9711970090866089,0.9838056564331055,0.9730985262035544
ewe,0.9818801879882812,0.9098235964775085,0.9709721803665161,0.9653568267822266,0.9715028140279982
xho,0.9736043810844421,0.8962326645851135,0.9569039344787598,0.98822420835495,0.9714073476448558
sna,0.9707200527191162,0.9029244184494019,0.9606300592422485,0.9797202944755554,0.9690345985437531
nya,0.981374204158783,0.9083809852600098,0.954846978187561,0.9710305333137512,0.9678936518874823
mos,0.9805988073348999,0.8892455101013184,0.961023211479187,0.958543598651886,0.9652027281281216
wol,0.9690369963645935,0.8953678011894226,0.9472075700759888,0.9829960465431213,0.9650204840049245
swa,0.9711126685142517,0.9043299555778503,0.9884803295135498,0.9388148188591003,0.9649240569351545
yor,0.9794656038284302,0.8959468603134155,0.9450764060020447,0.973670482635498,0.9646958510080973
bam,0.9552668333053589,0.8928515911102295,0.9651964902877808,0.9695413112640381,0.9619528530469907
fon,0.9769340753555298,0.9003406763076782,0.9519974589347839,0.9593328237533569,0.961530979941873
bbj,0.9754629731178284,0.9009580016136169,0.9401422739028931,0.9633399248123169,0.9584975986698874
pcm,0.9624583721160889,0.9153851866722107,0.9783704280853271,0.9212582111358643,0.9532712818750368
hau,0.9758400917053223,0.9069117307662964,0.9285081028938293,0.9482573866844177,0.9500066291273029
