,LOC,PER,ORG,DATE,Mean
sna,0.8556309890147119,0.7769688195787513,0.9297036884731209,0.959352560783203,0.8804140144624468
kin,0.9205291495926078,0.7624330421681627,0.9227471528113464,0.9154390901450776,0.8802871086792986
lug,0.9319489777296519,0.7683155244666303,0.8952972288770854,0.9158093357474726,0.87784276670521
ibo,0.8798923689440766,0.7829599087633606,0.8909992373831942,0.9426470263692012,0.8741246353649581
twi,0.8881955605962153,0.7639681616665605,0.9352176409702163,0.9028129229498426,0.8725485715457086
nya,0.8771957581098122,0.7618708734279673,0.9312327464423735,0.9060881234631033,0.8690968753608141
luo,0.903664577781553,0.7607712629652021,0.915891718157446,0.8875122594713578,0.8669599545938896
zul,0.851828226509655,0.779525408117069,0.9076677688459363,0.909816368249035,0.8622094429304238
xho,0.799307238994309,0.7808269972219759,0.8966623457323104,0.960291155890329,0.859271934459731
swa,0.8950392057710843,0.7478891128138094,0.9058372875271936,0.8592409673198098,0.8520016433579742
tsn,0.8167837389860431,0.7475090631815794,0.9009015443201362,0.921468086562388,0.8466656082625367
hau,0.7955493383083745,0.7708261712374741,0.9038440046430608,0.8943055742942356,0.8411312721207862
wol,0.7945977689139192,0.7706820029683658,0.8970310425400968,0.8787588451669063,0.835267414897322
bam,0.8330989604213278,0.762988679428849,0.8463648241931077,0.8706861279228465,0.8282846479915327
mos,0.8217462455270662,0.7658354112194733,0.9024866895873893,0.817979075515472,0.8270118554623501
ewe,0.8463651110772842,0.7676548591972374,0.9030154543610553,0.7782890439112343,0.8238311171367028
fon,0.7744099685866233,0.7424032112996349,0.877102986926485,0.816601571776267,0.8026294346472526
pcm,0.8512897370727496,0.7299084710290782,0.8723624613713228,0.7173428297280884,0.7927258748003098
yor,0.6808948814740198,0.725854128272315,0.8937095771980252,0.8296079360185725,0.7825166307407332
bbj,0.6369729702415682,0.7762164030544674,0.7874596535947387,0.7739499419466586,0.7436497422093582
