,ORG,DATE,PER,LOC
bam,0.8902580738067627,,0.8971490263938904,0.9562102556228638
bbj,0.947023868560791,,0.8926272392272949,0.8980134725570679
ewe,0.9594959020614624,,0.8935016989707947,0.932195782661438
fon,0.9535533785820007,,0.8851953148841858,0.9417803883552551
hau,0.9721541404724121,,0.9032367467880249,0.940087080001831
ibo,0.9720053672790527,,0.8922441005706787,0.9570509195327759
kin,0.9787801504135132,,0.9047802090644836,0.9529072642326355
lug,0.9637211561203003,,0.9014696478843689,0.9441769123077393
luo,0.9709386825561523,,0.8904416561126709,0.9531539082527161
mos,0.963286280632019,,0.8859326839447021,0.9481269717216492
nya,0.9733733534812927,,0.9145787954330444,0.9477608799934387
pcm,0.946810245513916,,0.899237871170044,0.9469824433326721
sna,0.9739470481872559,,0.9023126363754272,0.943114161491394
swa,0.961047351360321,,0.9037964344024658,0.94642174243927
tsn,0.9557056427001953,,0.9053733944892883,0.9364522099494934
twi,0.9788587093353271,,0.9060013890266418,0.9558702707290649
wol,0.9585844874382019,,0.9069168567657471,0.927730143070221
xho,0.9615491628646851,,0.8773112297058105,0.9279555082321167
yor,0.9568511843681335,,0.8703290224075317,0.9080952405929565
zul,0.970643937587738,,0.9013631939888,0.944817841053009
