,ORG,DATE,PER,LOC
bam,0.8706156015396118,0.952146053314209,0.8696169853210449,0.9433006644248962
bbj,0.9339468479156494,0.8945881724357605,0.8699254393577576,0.865205705165863
ewe,0.9517563581466675,0.8718846440315247,0.8681605458259583,0.9174966812133789
fon,0.9436371326446533,0.9033374786376953,0.8592005372047424,0.9228512048721313
hau,0.961616575717926,0.9602679014205933,0.8801246881484985,0.9187239408493042
ibo,0.9647395610809326,0.9743877053260803,0.8634735941886902,0.9414842128753662
kin,0.9733431935310364,0.968819260597229,0.8784430623054504,0.9452806711196899
lug,0.9583393931388855,0.948390781879425,0.8784859776496887,0.928209125995636
luo,0.9624382257461548,0.9669351577758789,0.863095760345459,0.9402667284011841
mos,0.953734815120697,0.9041972160339355,0.8637115955352783,0.9310206770896912
nya,0.9644458889961243,0.962043821811676,0.8935462236404419,0.9292760491371155
pcm,0.9372912645339966,0.8655028343200684,0.8797875046730042,0.9351821541786194
sna,0.9657379984855652,0.9745610356330872,0.873559832572937,0.9236289858818054
swa,0.9432099461555481,0.9289966225624084,0.8789182305335999,0.9268661737442017
tsn,0.9457290768623352,0.9664207696914673,0.8784024715423584,0.9133702516555786
twi,0.973413348197937,0.9496765732765198,0.8819248676300049,0.9430812001228333
wol,0.951287567615509,0.9462189674377441,0.8889873027801514,0.9222928285598755
xho,0.9483889937400818,0.9820253252983093,0.8715302348136902,0.9058630466461182
yor,0.9457413554191589,0.9163854122161865,0.8449147939682007,0.8792874813079834
zul,0.959919810295105,0.9679585695266724,0.8744354248046875,0.9295889735221863
