,ORG,DATE,PER,LOC
bam,0.726390540599823,0.7781962752342224,0.608711838722229,0.6967304944992065
bbj,0.7225412726402283,0.6738892197608948,0.6559682488441467,0.454418808221817
ewe,0.8349257707595825,0.5975756049156189,0.6245294213294983,0.786319375038147
fon,0.7875406742095947,0.7357391715049744,0.6156027317047119,0.5912078022956848
hau,0.8456379771232605,0.8750283122062683,0.6230074763298035,0.6399402022361755
ibo,0.8544925451278687,0.901974081993103,0.6426955461502075,0.7568259835243225
kin,0.8704376816749573,0.8882175087928772,0.6017269492149353,0.8596247434616089
lug,0.8182029128074646,0.8212538361549377,0.6444902420043945,0.9007745385169983
luo,0.8403198719024658,0.8573492765426636,0.6387339234352112,0.854099690914154
mos,0.7872149348258972,0.5921247601509094,0.625963568687439,0.6861103773117065
nya,0.8674525022506714,0.8455380797386169,0.6341595649719238,0.796576201915741
pcm,0.7942114472389221,0.5695602297782898,0.6476272344589233,0.7864512801170349
sna,0.8645801544189453,0.9066935181617737,0.6406213045120239,0.6988244652748108
swa,0.8195443153381348,0.7973394989967346,0.6154505610466003,0.8639804124832153
tsn,0.8414937853813171,0.8759262561798096,0.6236569285392761,0.7049701809883118
twi,0.9001399874687195,0.7975868582725525,0.6525381207466125,0.8133862614631653
wol,0.8250007033348083,0.8531522154808044,0.641175389289856,0.6549899578094482
xho,0.8297518491744995,0.9132434129714966,0.6379116177558899,0.5935211181640625
yor,0.7463204860687256,0.6946386694908142,0.5077672004699707,0.45533084869384766
zul,0.858635425567627,0.8728527426719666,0.6265311241149902,0.7138521075248718
