,ORG,DATE,PER,LOC
bam,0.8966885209083557,0.9317108988761902,0.8338347673416138,0.9130128622055054
bbj,0.9017361998558044,0.8620981574058533,0.8325919508934021,0.8140275478363037
ewe,0.9373541474342346,0.8343427777290344,0.8457177877426147,0.8918972015380859
fon,0.9209692478179932,0.8875965476036072,0.8252913355827332,0.8762226700782776
hau,0.9500781297683716,0.9557043313980103,0.8493908047676086,0.8818738460540771
ibo,0.949385404586792,0.9711681008338928,0.8315650820732117,0.8964343070983887
kin,0.962718665599823,0.9552454948425293,0.840512752532959,0.958936333656311
lug,0.9470447897911072,0.9266555309295654,0.8452787399291992,0.9490686655044556
luo,0.9449639916419983,0.9601538181304932,0.837212085723877,0.9396312236785889
mos,0.9414085149765015,0.8845496773719788,0.8417360782623291,0.8979908227920532
nya,0.9573619961738586,0.9467962384223938,0.8544149994850159,0.9337269067764282
pcm,0.9315699934959412,0.8343085050582886,0.8416029214859009,0.9167916178703308
sna,0.9559236168861389,0.965476393699646,0.8412905931472778,0.8775261640548706
swa,0.9238874316215515,0.9144102334976196,0.8339440822601318,0.937581479549408
tsn,0.9295308589935303,0.9578770399093628,0.8413844108581543,0.8966350555419922
twi,0.9644681215286255,0.9349077939987183,0.853507399559021,0.9299330115318298
wol,0.940203845500946,0.9393448829650879,0.8494423627853394,0.8994978666305542
xho,0.9352860450744629,0.9776896238327026,0.8412048816680908,0.8723289966583252
yor,0.9263845682144165,0.8907154202461243,0.7775800228118896,0.8206315040588379
zul,0.9500048756599426,0.9595800638198853,0.84090256690979,0.9048407077789307
