,PER,DATE,ORG,LOC
bam,,,0.9999487400054932,
bbj,,,0.9998893737792969,0.9998515844345093
ewe,0.9999718070030212,,0.9999420046806335,
fon,0.9999622702598572,,,
hau,0.9999722838401794,,0.999963641166687,
ibo,,,0.9998908042907715,0.9999783635139465
kin,,,0.9997242093086243,
lug,0.999811589717865,,0.9999879002571106,
luo,0.9999188780784607,,0.999708354473114,
mos,0.9998568892478943,,0.9999514222145081,
nya,,,0.9999822378158569,
pcm,0.9999300241470337,,,0.9999756217002869
sna,0.9999573826789856,,,0.999909520149231
swa,0.9999733567237854,,,
tsn,,,0.9999094009399414,0.9999573826789856
twi,0.9999656677246094,,,
wol,,,0.999874472618103,
xho,0.999969482421875,,,0.9998165965080261
yor,,,0.9999839067459106,0.9998948574066162
zul,,,,0.9999817609786987
