,PER,DATE,ORG,LOC
bam,,,0.9971949458122253,
bbj,,,0.99982750415802,
ewe,0.9994519352912903,,0.9998607039451599,
fon,0.9993594288825989,,,
hau,0.9976133704185486,,0.9386483430862427,
ibo,,,0.9995498061180115,0.9997690320014954
kin,,,0.9995984435081482,
lug,0.9994570016860962,,0.9997863173484802,
luo,0.9994993805885315,,0.9997113943099976,
mos,0.9992698431015015,,0.9997663497924805,
nya,,,0.9998750686645508,
pcm,0.9994280934333801,,,0.9994876384735107
sna,0.9991984367370605,,,0.9998833537101746
swa,0.9994791150093079,,,
tsn,,,0.9998136758804321,0.999859094619751
twi,0.9983388781547546,,,
wol,,,0.9998444318771362,
xho,0.9994717240333557,,,0.99980628490448
yor,,,0.9998413920402527,0.9996393322944641
zul,,,,0.9997715353965759
