,ORG,PER,DATE,LOC
bam,0.708835244178772,0.5594468116760254,0.764102578163147,0.6740982532501221
bbj,0.7036117911338806,0.6051809191703796,0.6528803110122681,0.43189388513565063
ewe,0.8228293657302856,0.5887232422828674,0.5804331302642822,0.7621390223503113
fon,0.7716017961502075,0.559682309627533,0.7263041138648987,0.5562018752098083
hau,0.8385328054428101,0.5858168601989746,0.8619186878204346,0.6165871024131775
ibo,0.8500877022743225,0.6058482527732849,0.8971027135848999,0.7412490248680115
kin,0.8610522747039795,0.5445864200592041,0.8809329867362976,0.848997175693512
lug,0.8111183047294617,0.5896948575973511,0.8147051930427551,0.897087574005127
luo,0.8274213075637817,0.58050936460495,0.8452644348144531,0.8314831852912903
mos,0.7723026871681213,0.5685795545578003,0.5708547830581665,0.6624272465705872
nya,0.8608400225639343,0.5705530643463135,0.8366203308105469,0.77327561378479
pcm,0.7711360454559326,0.5527075529098511,0.5337147116661072,0.7576003074645996
sna,0.8589238524436951,0.5966207385063171,0.9032396674156189,0.6879768967628479
swa,0.8069542646408081,0.5464494824409485,0.7780609130859375,0.8522054553031921
tsn,0.8381115198135376,0.5607470870018005,0.8675459027290344,0.6883360743522644
twi,0.8874473571777344,0.5801087021827698,0.7828992009162903,0.7937979102134705
wol,0.8118704557418823,0.5908396244049072,0.8453769087791443,0.6280098557472229
xho,0.8205816149711609,0.6071872711181641,0.9073686599731445,0.580897867679596
yor,0.7392675876617432,0.4764314591884613,0.6797852516174316,0.4400549829006195
zul,0.8550723791122437,0.5867705941200256,0.8651056289672852,0.6947112083435059
