,PER,LOC,DATE,ORG,Mean
sna,0.8947916030883789,0.9758744239807129,0.9881826043128967,0.9792119264602661,0.978848143831476
twi,0.8944907188415527,0.9730742573738098,0.9799807667732239,0.9865107536315918,0.9776379984694642
zul,0.8861674070358276,0.9737764000892639,0.9786661267280579,0.9838724136352539,0.9763663418881305
tsn,0.8944278359413147,0.97002774477005,0.9854258894920349,0.9796631336212158,0.9761918814151318
kin,0.8767258524894714,0.9666475057601929,0.988369882106781,0.9778367280960083,0.9749974623903052
ibo,0.8906987309455872,0.9621976613998413,0.9894275069236755,0.9798728823661804,0.9749201133653715
luo,0.8913671374320984,0.9715631604194641,0.98258376121521,0.9761629700660706,0.9745517086673092
xho,0.8899818658828735,0.9690593481063843,0.9750438332557678,0.9736657738685608,0.9704439949679684
nya,0.8919641375541687,0.9646875858306885,0.9771256446838379,0.9746659398078918,0.9700767212099843
ewe,0.9021967053413391,0.9717968702316284,0.9640034437179565,0.9797593951225281,0.9700439758115
bam,0.8725261092185974,0.9707815051078796,0.9802994728088379,0.9560343623161316,0.9665316327825769
fon,0.8964391350746155,0.9652998447418213,0.9608705043792725,0.9789385199546814,0.966501298662904
mos,0.8937363624572754,0.9692498445510864,0.9553852081298828,0.9772884845733643,0.9653968981334141
yor,0.8816375136375427,0.9575330018997192,0.9733769297599792,0.9702038764953613,0.9648197432617088
lug,0.8821645975112915,0.9621255993843079,0.9684359431266785,0.9704661965370178,0.9648054892366583
wol,0.8864899277687073,0.9562826752662659,0.9767988324165344,0.9674864411354065,0.9647685529349687
bbj,0.8936037421226501,0.9546074271202087,0.963118851184845,0.975358247756958,0.962523644620722
hau,0.8968140482902527,0.9456853866577148,0.943472683429718,0.977092444896698,0.9538946879374517
pcm,0.8872944116592407,0.9685382843017578,0.9058831930160522,0.9488849639892578,0.939704543584353
swa,0.8878006339073181,0.9487856030464172,0.9133068919181824,0.9562976360321045,0.9381214875679511
