,DATE,ORG,PER,LOC,Mean
kin,0.9897660613059998,0.9873817563056946,0.9082067012786865,0.9858681559562683,0.9861138482498967
twi,0.9854907393455505,0.992993950843811,0.9307968616485596,0.9794048070907593,0.9848814735225603
zul,0.9886581897735596,0.9833776354789734,0.910589337348938,0.9819285273551941,0.9832025205387789
ibo,0.9919360876083374,0.9871854186058044,0.9187296628952026,0.9728391766548157,0.9827073407328986
luo,0.9866352081298828,0.9820228815078735,0.9310533404350281,0.9818321466445923,0.9824684433687746
xho,0.9915271401405334,0.9803112149238586,0.914032518863678,0.9777207374572754,0.9818304064227086
tsn,0.9880096316337585,0.9783521890640259,0.9243800640106201,0.9811677932739258,0.9813700711805057
ewe,0.9732605814933777,0.9857937693595886,0.9275234341621399,0.9835243821144104,0.9798137709206226
sna,0.9842379689216614,0.9788091778755188,0.92302006483078,0.9790375828742981,0.9795640305755964
lug,0.9805497527122498,0.9798460602760315,0.9007851481437683,0.9779113531112671,0.977893553917704
nya,0.979290246963501,0.9858638644218445,0.923072338104248,0.9692327976226807,0.977049427873948
wol,0.9869959354400635,0.9770498275756836,0.9170916080474854,0.9666918516159058,0.9757395787955889
bam,0.9871869683265686,0.9646345376968384,0.9116150140762329,0.9790068864822388,0.9756618605719672
yor,0.9807848930358887,0.9789944291114807,0.9167879819869995,0.9692261219024658,0.975167556525835
mos,0.9667293429374695,0.9849997758865356,0.9132320880889893,0.9754547476768494,0.9745025463353575
fon,0.9662601351737976,0.9822142720222473,0.9210326671600342,0.9738411903381348,0.9730645612953535
bbj,0.9722676873207092,0.980348527431488,0.9219622611999512,0.9676917195320129,0.9724266895281723
swa,0.9563004374504089,0.9788209795951843,0.9211013913154602,0.9801228046417236,0.9707550016883152
pcm,0.9450275301933289,0.9749342203140259,0.9315652847290039,0.9795673489570618,0.9658245152118159
hau,0.9591702818870544,0.9808380007743835,0.9262123703956604,0.9525800943374634,0.9634513461511899
