,LOC,PER,ORG,DATE,Mean
lug,0.9321672,0.9714211,0.9603195,0.92120826,0.94627905
luo,0.92670906,0.9636938,0.95768845,0.8805178,0.9321522
twi,0.9088009,0.9490584,0.94764346,0.89172226,0.9243063
kin,0.87578213,0.96107066,0.9593879,0.8919556,0.9220491
nya,0.87169904,0.9432672,0.9592853,0.9041511,0.9196006
wol,0.89568484,0.9508312,0.95384467,0.8736342,0.91849875
mos,0.882748,0.9634098,0.9408802,0.88389516,0.91773325
tsn,0.8951256,0.95495635,0.9205303,0.8771852,0.9119494
zul,0.8764534,0.9202684,0.95772016,0.89310026,0.91188556
sna,0.89703995,0.91750836,0.966153,0.86025584,0.9102392
bam,0.88768286,0.9509404,0.91607994,0.8793179,0.9085053
swa,0.94143474,0.92377734,0.8868891,0.8750767,0.9067945
ibo,0.89849776,0.95971286,0.90713537,0.85031277,0.9039147
xho,0.83898103,0.9398318,0.9507892,0.877094,0.90167403
yor,0.86101615,0.9091766,0.93055046,0.8539525,0.8886739
bbj,0.85807765,0.95091355,0.9167556,0.8158342,0.8853953
ewe,0.88073444,0.84640753,0.9577619,0.84716225,0.8830165
fon,0.7628452,0.9402024,0.92648375,0.88897014,0.8796254
pcm,0.8242204,0.83587945,0.92616355,0.87784386,0.8660268
hau,0.622309,0.89736295,0.7152872,0.6585198,0.7233697
