,ORG,PER,LOC,DATE
bam,0.9148783087730408,0.9797757863998413,0.9485562443733215,
bbj,0.9362955093383789,0.9635924696922302,0.8960976004600525,
ewe,0.955649733543396,0.9679186344146729,0.9531766176223755,
fon,0.9549061059951782,0.9452374577522278,0.9494744539260864,
hau,0.9764922857284546,0.9861387610435486,0.9631239771842957,
ibo,0.9622784852981567,0.9831468462944031,0.9570454359054565,
kin,0.9695886969566345,0.9900293350219727,0.9663701057434082,
lug,0.9769849181175232,0.9838857650756836,0.9645456075668335,
luo,0.9522880911827087,0.9676949381828308,0.971430778503418,
mos,0.965082049369812,0.9756083488464355,0.9633921384811401,
nya,0.9769263863563538,0.975096583366394,0.9649245738983154,
pcm,0.9320195913314819,0.960049033164978,0.9330140352249146,
sna,0.9798271059989929,0.9761841297149658,0.9747637510299683,
swa,0.9135296940803528,0.946416437625885,0.948566734790802,
tsn,0.9638679623603821,0.9749882221221924,0.9581601619720459,
twi,0.9732607007026672,0.9779995083808899,0.9586806893348694,
wol,0.9671674370765686,0.9664785861968994,0.9582893252372742,
xho,0.9771648049354553,0.9487318396568298,0.9619607925415039,
yor,0.9502859711647034,0.9431036710739136,0.9210651516914368,
zul,0.9744982123374939,0.9747750759124756,0.9697915315628052,
