,PER,DATE,ORG,LOC
bam,0.9999989867210388,0.999977707862854,0.9999976754188538,0.9999732971191406
bbj,0.9999992847442627,0.9999961256980896,0.9999982118606567,0.9999769926071167
ewe,0.9999988675117493,0.9999893307685852,0.9999969005584717,0.9999814033508301
fon,0.9999954700469971,0.9999935626983643,0.9999975562095642,0.9999718070030212
hau,0.999996542930603,0.9999915361404419,0.9999948740005493,0.9999645352363586
ibo,0.9999945759773254,0.9999967813491821,0.9999985694885254,0.9999821186065674
kin,0.9999949932098389,0.9999958872795105,0.9999986290931702,0.9999967813491821
lug,0.9999992847442627,0.9999905824661255,0.999991774559021,0.9999898076057434
luo,0.9999994039535522,0.9999952912330627,0.9999964833259583,0.9999921917915344
mos,0.9999971389770508,0.9999935030937195,0.9999961256980896,0.9999715089797974
nya,0.9999994039535522,0.9999902248382568,0.9999938011169434,0.999975323677063
pcm,0.999998927116394,0.9999809265136719,0.9999939799308777,0.9999797940254211
sna,0.9999991655349731,0.9999927878379822,0.9999956488609314,0.9999897480010986
swa,0.9999955296516418,0.9999802112579346,0.9999933838844299,0.9999990463256836
tsn,0.9999979138374329,0.9999939203262329,0.9999948143959045,0.9999880790710449
twi,0.9999993443489075,0.9999961256980896,0.9999982118606567,0.9999910593032837
wol,0.9999985694885254,0.9999976754188538,0.9999914169311523,0.9999696612358093
xho,0.9999979734420776,0.9999973773956299,0.9999956488609314,0.999977171421051
yor,0.9999960660934448,0.9999883770942688,0.9999983310699463,0.9999639987945557
zul,0.9999950528144836,0.9999954700469971,0.9999974370002747,0.9999868869781494
