,ORG,PER,DATE,LOC
bam,0.9629451632499695,0.9860475659370422,0.9647186994552612,0.9763016104698181
bbj,0.9853413105010986,0.9866145253181458,0.9507653117179871,0.949997067451477
ewe,0.9906938076019287,0.9807683229446411,0.9429766535758972,0.9769290685653687
fon,0.9866523742675781,0.980971097946167,0.9560056924819946,0.9719736576080322
hau,0.9798004031181335,0.9795922636985779,0.9514829516410828,0.9681801199913025
ibo,0.9872313737869263,0.9866634011268616,0.9743038415908813,0.9516180753707886
kin,0.9892743229866028,0.9832434058189392,0.9765655994415283,0.9825759530067444
lug,0.9807710647583008,0.9697900414466858,0.962917149066925,0.9900175929069519
luo,0.986179769039154,0.984717071056366,0.966289758682251,0.9875735640525818
mos,0.9853242635726929,0.9798330068588257,0.9451582431793213,0.9701359868049622
nya,0.9826605319976807,0.9907398223876953,0.9584515690803528,0.9717175364494324
pcm,0.9778357148170471,0.9893902540206909,0.9137213826179504,0.9796186089515686
sna,0.9805915951728821,0.9847834706306458,0.9599820375442505,0.9636470079421997
swa,0.9593868255615234,0.9869503974914551,0.9223525524139404,0.9880548119544983
tsn,0.9856932759284973,0.9865566492080688,0.9706807136535645,0.9815459847450256
twi,0.9918935894966125,0.9893187284469604,0.9602566957473755,0.9888771176338196
wol,0.9800920486450195,0.9864048957824707,0.9637494683265686,0.9597941637039185
xho,0.9772474765777588,0.9699243307113647,0.9512900710105896,0.9634559154510498
yor,0.978793740272522,0.9795888662338257,0.9626157283782959,0.9264943599700928
zul,0.9838517904281616,0.9842708110809326,0.962611198425293,0.9735406041145325
