,ORG,PER,DATE,LOC
bam,0.9542813301086426,,,0.9854610562324524
bbj,0.9794555902481079,0.9863489866256714,,0.9516897201538086
ewe,0.9857434034347534,0.9883718490600586,,
fon,0.9828506112098694,0.9876280426979065,,0.976953387260437
hau,0.975958526134491,0.9866169691085815,,0.9811359643936157
ibo,0.9825701713562012,,,0.9668881893157959
kin,0.9834551811218262,0.987059473991394,,0.9826734066009521
lug,0.9740949273109436,0.9825906753540039,,
luo,0.9701493382453918,0.9879412651062012,,
mos,0.9786969423294067,0.986886739730835,,0.9625475406646729
nya,0.9783592820167542,0.9922618865966797,,0.9729559421539307
pcm,0.9689810872077942,0.9919265508651733,,0.9836575388908386
sna,0.9742943644523621,0.9868380427360535,,0.9786040782928467
swa,0.9603991508483887,0.9879810214042664,,0.9875675439834595
tsn,0.9828238487243652,,,0.9766712784767151
twi,0.9870736598968506,0.9912124276161194,,0.9874372482299805
wol,0.9708020091056824,0.988741397857666,,0.9709321856498718
xho,,0.9715390801429749,,0.9684898853302002
yor,0.978563129901886,,,0.9568935036659241
zul,,0.9848544001579285,,0.9780274629592896
