,ORG,PER,LOC,DATE
bam,0.9494364261627197,0.9767829179763794,0.9711286425590515,
bbj,0.9611479640007019,0.9785016775131226,0.9396165609359741,
ewe,0.9703314304351807,0.9772047400474548,0.9530606269836426,
fon,0.967413604259491,0.9625656008720398,0.9666579961776733,
hau,0.975386381149292,0.9831926226615906,0.9747133851051331,
ibo,0.9704476594924927,,0.9724981188774109,
kin,0.9752535223960876,0.9901394844055176,0.9670641422271729,
lug,0.9836604595184326,0.99086993932724,,
luo,0.9646487832069397,0.9846418499946594,,
mos,0.9699243307113647,0.9825149774551392,0.9745299816131592,
nya,0.9787178039550781,0.9888326525688171,0.9722822904586792,
pcm,0.9482166767120361,0.9791867136955261,0.9343972206115723,
sna,0.9867569804191589,0.9823347330093384,0.9787278771400452,
swa,0.9627588391304016,0.980251669883728,0.9672322869300842,
tsn,0.9657682776451111,,0.9550091624259949,
twi,0.9774498343467712,0.9861423969268799,0.9706150889396667,
wol,0.9664392471313477,0.977883517742157,0.9738315343856812,
xho,0.9599999785423279,0.965648889541626,0.9688621759414673,
yor,0.9621431827545166,,0.9405568838119507,
zul,0.9823291897773743,0.9840959906578064,0.9650601148605347,
