,ORG,LOC,DATE,PER,Mean
twi,0.9797347187995911,0.9597681760787964,,0.9576918482780457,0.9690688286187514
lug,0.9715860486030579,,,0.936062753200531,0.9677799812385014
mos,0.9695929288864136,,,0.9299431443214417,0.9653447376830238
ibo,0.9635503888130188,0.961323082447052,,,0.9624367356300354
bam,0.952628493309021,0.9704204201698303,,,0.9615244567394257
kin,0.9567139148712158,0.9662213921546936,,0.948689877986908,0.9607443832001596
luo,0.9607287049293518,,,0.959604024887085,0.9606082034962518
fon,0.9750016927719116,0.9464237689971924,,0.9355584383010864,0.959288903002469
ewe,0.9610984325408936,,,0.9434496760368347,0.9592074943440301
hau,0.9663324952125549,0.9520835280418396,,0.9500399827957153,0.9586890665990002
sna,0.9455193877220154,0.9702140688896179,,0.950518012046814,0.9574507632345524
swa,0.949537992477417,0.9653578400611877,,0.9554644823074341,0.9573356464224042
tsn,0.9627887606620789,0.9502821564674377,,,0.9565354585647583
nya,0.9678176641464233,0.9414510130882263,,0.9439557194709778,0.9540298884769656
wol,0.9526714086532593,0.9520745277404785,,0.9599342942237854,0.9528009677832981
zul,,0.9505807161331177,,0.9481508135795593,0.9503203694309507
xho,,0.9512760043144226,,0.9404486417770386,0.9501159297568458
bbj,0.9654722809791565,0.928420901298523,,,0.9469465911388397
pcm,0.9151945114135742,0.9760346412658691,,0.939487874507904,0.9452677818964113
yor,0.9643572568893433,0.9028606414794922,,,0.9336089491844177
