,LOC,PER,ORG,DATE,Mean
lug,0.8409063,0.6901858,0.7965503,0.8085318,0.78404355
kin,0.8071332,0.6876698,0.7794117,0.7908771,0.76627296
nya,0.8012588,0.68581295,0.7740109,0.7833303,0.7611033
sna,0.8017858,0.67719865,0.7742714,0.78632283,0.75989467
luo,0.801291,0.68101645,0.7701194,0.7836927,0.75902987
tsn,0.7651371,0.6845227,0.7672903,0.7828903,0.7499601
wol,0.78386045,0.6829467,0.7414614,0.77422976,0.7456246
zul,0.7701439,0.68180245,0.737257,0.75671387,0.7364793
ibo,0.75459313,0.6758416,0.7296472,0.76508707,0.73129225
bam,0.74951607,0.6844392,0.72033453,0.761168,0.72886443
twi,0.7478638,0.6843369,0.7335918,0.74642825,0.7280552
xho,0.7725072,0.6765579,0.7302082,0.7223021,0.7253939
ewe,0.74659526,0.6765026,0.7339717,0.74390256,0.7252431
pcm,0.744643,0.68217945,0.74184066,0.71933186,0.7219987
mos,0.74653447,0.67781484,0.7199373,0.73272395,0.71925265
swa,0.7179637,0.6882296,0.73523104,0.7195327,0.7152392
yor,0.7169154,0.67540956,0.7153126,0.7336879,0.7103313
hau,0.7342622,0.6781851,0.72874796,0.69077235,0.7079919
bbj,0.7041774,0.67191666,0.6967095,0.7061062,0.6947274
fon,0.7014766,0.67057556,0.70210123,0.6919274,0.6915202
