,LOC,PER,DATE,ORG,Mean
lug,0.9998086,0.9998214,0.99897337,0.99972624,0.9995824
kin,0.9991356,0.9997132,0.99910545,0.99979687,0.9994378
luo,0.9992965,0.99974316,0.99875224,0.9997724,0.9993911
twi,0.9991003,0.99945474,0.99903774,0.9997637,0.99933916
ibo,0.9985975,0.99959403,0.9992905,0.9997414,0.99930584
tsn,0.9988888,0.99964494,0.99883866,0.9994274,0.9991999
swa,0.9993038,0.99970543,0.9976264,0.99969596,0.9990829
nya,0.99833137,0.9992736,0.9986892,0.99982864,0.99903065
wol,0.9979134,0.99951196,0.99887735,0.9995756,0.99896955
xho,0.9979716,0.9994013,0.9993844,0.99906796,0.9989563
sna,0.99843585,0.9987274,0.9990253,0.99962777,0.9989541
zul,0.99825996,0.99915004,0.9986928,0.9995958,0.9989247
ewe,0.99845415,0.9993307,0.9980927,0.9996637,0.9988853
pcm,0.99897957,0.99963236,0.9972673,0.9996558,0.9988837
hau,0.9977517,0.999512,0.99874437,0.99939764,0.9988514
mos,0.99736387,0.9996654,0.9984403,0.99960315,0.9987682
bam,0.99802655,0.9995159,0.9983888,0.9990116,0.99873567
fon,0.99821055,0.99937737,0.9977354,0.999543,0.99871653
bbj,0.9976116,0.9995268,0.9983025,0.9993359,0.9986942
yor,0.99776393,0.99884635,0.9988747,0.99918735,0.9986681
