layer,best_config,tokens,ctx_window,score_mean_over_langs,bam,bbj,ewe,fon,hau,ibo,kin,lug,luo,mos,nya,pcm,sna,swa,tsn,twi,wol,xho,yor,zul
1,config_3_clstrue_ctxtrue,500,2,0.9994453217648459,0.9994359883110668,0.9990719081222854,0.999428600151082,0.9989330113090557,0.9996241817637066,0.9995712306242917,0.9996031324068704,0.9997627681947444,0.9996127661444696,0.9994549377383836,0.9996600892600112,0.998899045109436,0.9994678261086072,0.9995548232333866,0.999645284467482,0.9995020627975464,0.9995290960852556,0.9997749826100868,0.998681146954614,0.9996935539045358
2,config_3_clstrue_ctxtrue,400,2,0.999903277244443,0.99990234733407,0.9998522681348464,0.9998984064152038,0.9998023178842332,0.9999385063165154,0.9999203946855332,0.9999307066786522,0.9999456199166042,0.9999255682128708,0.9999117076007368,0.9999362335485572,0.999839206147038,0.9999105747229132,0.999913877521465,0.9999293634314942,0.9999028568953472,0.9999152468700035,0.9999616683698168,0.9997851805749284,0.9999434936280344
3,config_3_clstrue_ctxtrue,400,1,0.9999626245373994,0.9999643918735528,0.999945246316249,0.9999493582575928,0.999935431418076,0.9999785660918242,0.9999661441721948,0.999972865472432,0.9999755640435064,0.9999664075234356,0.9999609188316694,0.9999720765874276,0.9999359861698026,0.9999703667522256,0.9999621163785848,0.9999648823457604,0.9999638830914216,0.9999643408395108,0.999978896449594,0.9999444363943112,0.9999806117388158
4,config_3_clstrue_ctxtrue,500,2,0.9998219477379415,0.9998249298944248,0.9997075616218286,0.9997573983012222,0.9997340354706672,0.9998963074734204,0.9998519063934568,0.9999173732567336,0.9999218298381396,0.9998435008870022,0.9998387087361392,0.9998981785273614,0.9996030663880776,0.9998936894058869,0.9998055424277238,0.999847701058926,0.9998328432323426,0.9998185057339706,0.9998916522098652,0.999645883799225,0.9999083401024184
5,config_1_clstrue_ctxfalse,200,0,0.9900653529841946,0.9912405924976996,0.9854906999839926,0.99175356581526,0.9925255483051516,0.9933677090788788,0.9931833552864364,0.9896942714475236,0.9896529789240855,0.9901318358925154,0.9906024797907416,0.990865169831042,0.9898715435333972,0.9909886920227194,0.986033892856454,0.9909108730981936,0.991595893535974,0.9902618493673936,0.9896757096614478,0.9807530810248176,0.992707317730166
6,config_1_clstrue_ctxfalse,200,0,0.9797589091197499,0.9830900531894756,0.967803807753437,0.9825478173651784,0.982104056286362,0.9814930794373998,0.9858919989387944,0.980152501250213,0.9813375450530142,0.9792846216345732,0.9813867132618742,0.9791781857328596,0.9819420744787972,0.9830122039003192,0.9771782362236168,0.982646329222985,0.9836371765946442,0.9802790419110712,0.9806794085592594,0.9584903525856306,0.9830429790154944
7,config_1_clstrue_ctxfalse,400,0,0.9740209784188302,0.9754010707724328,0.9617889324824016,0.9665089288568184,0.9701283648123148,0.979176571556166,0.98275302165474,0.9821436533740924,0.9723148022601809,0.9826502464955148,0.965069712377062,0.9744192969565298,0.9514534601978228,0.9813529923071268,0.9746685756577386,0.9834776010388644,0.9833572651046554,0.97070837566276,0.9789536271999084,0.9600214136192222,0.9840716559902516
8,config_3_clstrue_ctxtrue,500,2,0.9671748827839772,0.9472458814698568,0.9465959183187308,0.9639319464603434,0.943749786205492,0.9753480968200002,0.9756382511356684,0.9801297187805176,0.9789756345623748,0.97854759624311,0.9662612459165216,0.977937902209014,0.9453139704043472,0.9721111279772962,0.9539197182717912,0.9761984540721564,0.969501084855848,0.9718844837403986,0.980815794680688,0.9610661983177105,0.9783248452376818
9,config_3_clstrue_ctxtrue,500,2,0.972529808461197,0.962032012582764,0.957919188528236,0.9679254183931928,0.9574710385693028,0.9803168440428306,0.9805322863611337,0.9845092320066736,0.9789900024106184,0.9803632734015858,0.9728575824439682,0.9815536333820012,0.9436334792397466,0.9824283349858182,0.9567307956575408,0.9798673252108216,0.9790241441388768,0.977110173915002,0.9844733446914692,0.9649075521571744,0.9779505071051792
10,config_3_clstrue_ctxtrue,500,2,0.9744175239349715,0.9603195996023716,0.9589052877854556,0.9707244432065636,0.9659749146085232,0.9799860673956572,0.9793915816117078,0.9862174356821924,0.9805158590897918,0.9795610215514898,0.9780875279102474,0.984698152402416,0.955249369610101,0.9862380321137608,0.9623778956010938,0.979077467462048,0.9813920524902642,0.975298918550834,0.9816078243311496,0.9617954595014452,0.980931568192318
11,config_3_clstrue_ctxtrue,500,3,0.978666378359776,0.9760279948823154,0.9651001438032836,0.973658070899546,0.9710766766220332,0.9853781266137958,0.9817884934600444,0.9887429920490832,0.9869670649059116,0.9831542377360164,0.979558428749442,0.9891803252976388,0.9585805397946388,0.9852892614435405,0.9641592311672866,0.984067999292165,0.9825687720440328,0.9829774049576372,0.9870226550847292,0.9620320801623166,0.9859970682300628
12,config_3_clstrue_ctxtrue,500,3,0.9639798920135945,0.9526943839155138,0.9077052779030056,0.95761386025697,0.936035051709041,0.9763664286583662,0.96742069744505,0.9822769723832608,0.9811851428821684,0.9734500288031996,0.9636793814133852,0.9848689439240844,0.931845226790756,0.9795270508620888,0.9574766501318664,0.9762287486810236,0.9715777651872486,0.97188733657822,0.98158474965021,0.9480353861581534,0.9781387569382788
