,PER,LOC,DATE,ORG,Mean
twi,0.9933052062988281,0.979091227054596,,0.9887790083885193,0.9870584805806478
pcm,0.9918401837348938,0.974199116230011,,,0.9830196499824524
mos,0.9789770245552063,,,0.9756245017051697,0.977300763130188
lug,0.9706220626831055,,,0.9829268455505371,0.9767744541168213
luo,0.9799769520759583,,,0.9730276465415955,0.9765022993087769
ewe,0.9765743613243103,,,0.9749844074249268,0.9757793843746185
kin,0.9858488440513611,0.9611040949821472,,0.9744991064071655,0.9738173484802246
swa,0.9883158206939697,0.9840949773788452,,0.9399366974830627,0.9707824985186259
wol,0.9906701445579529,0.9393109083175659,,0.9724888801574707,0.9674899776776632
sna,0.982942521572113,0.9441176652908325,,,0.9635300934314728
fon,0.9698004722595215,0.9307193160057068,,0.9848822951316833,0.9618006944656372
hau,0.9896682500839233,0.9145000576972961,,0.9770469665527344,0.9604050914446512
bam,,0.9579659700393677,,0.959925651550293,0.9589458107948303
ibo,,0.9373171329498291,,0.9784165024757385,0.9578668177127838
tsn,,0.9339829087257385,,0.9766971468925476,0.9553400278091431
nya,,0.9289249181747437,,0.9803662896156311,0.9546456038951874
bbj,,0.9150997400283813,,0.974061906337738,0.9445808231830597
xho,0.9514080882072449,0.932662844657898,,,0.9420354664325714
yor,,0.8794309496879578,,0.9782662987709045,0.9288486242294312
zul,,0.928638219833374,,,0.928638219833374
