,DATE,PER,LOC,ORG,Mean
lug,0.57041466,0.38580272,0.6177174,0.6165408,0.54761887
kin,0.56642413,0.37608576,0.59843904,0.5750859,0.5290087
xho,0.5872151,0.3684806,0.56086046,0.5546761,0.5178081
nya,0.5525801,0.3978476,0.5527896,0.5598813,0.51577467
sna,0.56933564,0.37381136,0.54344136,0.55338305,0.50999284
zul,0.5406053,0.38991052,0.54988915,0.5524316,0.5082091
luo,0.52472615,0.37351093,0.54342306,0.52306384,0.49118102
tsn,0.5225196,0.36351207,0.5095626,0.5328881,0.48212057
wol,0.5027802,0.36921313,0.52332485,0.51852727,0.47846135
hau,0.53369075,0.36666167,0.5085523,0.5005799,0.47737116
ibo,0.5107696,0.34735402,0.5353701,0.4957971,0.4723227
bam,0.5181614,0.34426442,0.49192137,0.47770602,0.4580133
twi,0.4846638,0.33491504,0.49592423,0.49828786,0.45344776
swa,0.47443944,0.36173475,0.455889,0.4656163,0.43941987
mos,0.46212986,0.3261665,0.47009385,0.48043925,0.43470734
ewe,0.47580343,0.31450403,0.4604193,0.4779584,0.4321713
pcm,0.4261694,0.315856,0.4531186,0.46446735,0.4149028
fon,0.39734745,0.29685304,0.43334568,0.4394744,0.39175516
yor,0.43569997,0.29215255,0.41504002,0.39554444,0.38460925
bbj,0.40325046,0.3132934,0.3928557,0.39502117,0.3761052
