layer,model,rank_type,language,cosine,config
1,xlmr,top5,sna,0.8688797475397977,use0_use1_con2_max250_bat32
1,xlmr,top5,ibo,0.86673768747322,use0_use1_con2_max250_bat32
1,xlmr,top5,nya,0.8604522865692159,use0_use1_con2_max250_bat32
1,xlmr,top5,twi,0.8598869060426226,use0_use1_con2_max250_bat32
1,xlmr,top5,xho,0.8566945457778271,use0_use1_con2_max250_bat32
1,xlmr,worst5,swa,0.7645763098608873,use0_use1_con2_max250_bat32
1,xlmr,worst5,pcm,0.7845823832940069,use0_use1_con2_max250_bat32
1,xlmr,worst5,hau,0.7891251185366334,use0_use1_con2_max250_bat32
1,xlmr,worst5,fon,0.815912506210294,use0_use1_con2_max250_bat32
1,xlmr,worst5,yor,0.817817334367553,use0_use1_con2_max250_bat32
2,xlmr,top5,sna,0.9434382149750629,use0_use1_con2_max250_bat32
2,xlmr,top5,ibo,0.9409981110828429,use0_use1_con2_max250_bat32
2,xlmr,top5,nya,0.9397312322923955,use0_use1_con2_max250_bat32
2,xlmr,top5,xho,0.9396096636771177,use0_use1_con2_max250_bat32
2,xlmr,top5,twi,0.9365038645573944,use0_use1_con2_max250_bat32
2,xlmr,worst5,swa,0.899392787936159,use0_use1_con2_max250_bat32
2,xlmr,worst5,pcm,0.9073330470179841,use0_use1_con2_max250_bat32
2,xlmr,worst5,hau,0.9132234332890209,use0_use1_con2_max250_bat32
2,xlmr,worst5,fon,0.922069083740567,use0_use1_con2_max250_bat32
2,xlmr,worst5,yor,0.9227068923207031,use0_use1_con2_max250_bat32
3,xlmr,top5,sna,0.9606487101568687,use0_use1_con2_max250_bat32
3,xlmr,top5,ibo,0.9591877483191731,use0_use1_con2_max250_bat32
3,xlmr,top5,nya,0.9570530143157099,use0_use1_con2_max250_bat32
3,xlmr,top5,xho,0.9567255494172946,use0_use1_con2_max250_bat32
3,xlmr,top5,luo,0.9557340779565542,use0_use1_con2_max250_bat32
3,xlmr,worst5,swa,0.9300051513447862,use0_use1_con2_max250_bat32
3,xlmr,worst5,pcm,0.935081501349362,use0_use1_con2_max250_bat32
3,xlmr,worst5,hau,0.9404774765060097,use0_use1_con2_max250_bat32
3,xlmr,worst5,fon,0.9461272460923591,use0_use1_con2_max250_bat32
3,xlmr,worst5,bam,0.9472265398466491,use0_use1_con2_max250_bat32
4,xlmr,top5,sna,0.9573029691317301,use0_use1_con2_max250_bat32
4,xlmr,top5,ibo,0.9558347631552107,use0_use1_con2_max250_bat32
4,xlmr,top5,xho,0.952719932124122,use0_use1_con2_max250_bat32
4,xlmr,top5,luo,0.9523032174415811,use0_use1_con2_max250_bat32
4,xlmr,top5,twi,0.9522305452687346,use0_use1_con2_max250_bat32
4,xlmr,worst5,swa,0.9213737106292553,use0_use1_con2_max250_bat32
4,xlmr,worst5,pcm,0.9241370993550719,use0_use1_con2_max250_bat32
4,xlmr,worst5,hau,0.9377107291965904,use0_use1_con2_max250_bat32
4,xlmr,worst5,fon,0.9404138146654284,use0_use1_con2_max250_bat32
4,xlmr,worst5,bam,0.9415440215952184,use0_use1_con2_max250_bat32
5,xlmr,top5,sna,0.958559615975707,use0_use1_con2_max250_bat32
5,xlmr,top5,ibo,0.9560234472998581,use0_use1_con2_max250_bat32
5,xlmr,top5,twi,0.9551143578592307,use0_use1_con2_max250_bat32
5,xlmr,top5,luo,0.9539520824898486,use0_use1_con2_max250_bat32
5,xlmr,top5,xho,0.9538005751935308,use0_use1_con2_max250_bat32
5,xlmr,worst5,swa,0.9213135389520484,use0_use1_con2_max250_bat32
5,xlmr,worst5,pcm,0.9263696388630036,use0_use1_con2_max250_bat32
5,xlmr,worst5,hau,0.9398126426338028,use0_use1_con2_max250_bat32
5,xlmr,worst5,bbj,0.9419486357010693,use0_use1_con2_max250_bat32
5,xlmr,worst5,kin,0.9422779815763844,use0_use1_con2_max250_bat32
6,xlmr,top5,sna,0.9520709667171657,use0_use1_con2_max250_bat32
6,xlmr,top5,ibo,0.9498713604061948,use0_use1_con2_max250_bat32
6,xlmr,top5,twi,0.9484897841184607,use0_use1_con2_max250_bat32
6,xlmr,top5,luo,0.9484190540436348,use0_use1_con2_max250_bat32
6,xlmr,top5,nya,0.9450458933081002,use0_use1_con2_max250_bat32
6,xlmr,worst5,swa,0.9103774837873325,use0_use1_con2_max250_bat32
6,xlmr,worst5,pcm,0.9111949344144074,use0_use1_con2_max250_bat32
6,xlmr,worst5,hau,0.9245206397359294,use0_use1_con2_max250_bat32
6,xlmr,worst5,bbj,0.9339803471896824,use0_use1_con2_max250_bat32
6,xlmr,worst5,kin,0.9342764022589921,use0_use1_con2_max250_bat32
7,xlmr,top5,sna,0.9612858385048088,use0_use1_con2_max250_bat32
7,xlmr,top5,twi,0.9594397069116485,use0_use1_con2_max250_bat32
7,xlmr,top5,ibo,0.9590916601647574,use0_use1_con2_max250_bat32
7,xlmr,top5,luo,0.9581072553391754,use0_use1_con2_max250_bat32
7,xlmr,top5,tsn,0.9550105380462764,use0_use1_con2_max250_bat32
7,xlmr,worst5,swa,0.9278748626654271,use0_use1_con2_max250_bat32
7,xlmr,worst5,pcm,0.9279706689472718,use0_use1_con2_max250_bat32
7,xlmr,worst5,hau,0.9352962452806171,use0_use1_con2_max250_bat32
7,xlmr,worst5,lug,0.9457303682827043,use0_use1_con2_max250_bat32
7,xlmr,worst5,fon,0.9459876121105787,use0_use1_con2_max250_bat32
8,xlmr,top5,sna,0.9599831424889591,use0_use1_con2_max250_bat32
8,xlmr,top5,luo,0.9583884617987122,use0_use1_con2_max250_bat32
8,xlmr,top5,ibo,0.9578596644150373,use0_use1_con2_max250_bat32
8,xlmr,top5,twi,0.9570272606099378,use0_use1_con2_max250_bat32
8,xlmr,top5,mos,0.9521901031897233,use0_use1_con2_max250_bat32
8,xlmr,worst5,pcm,0.9227796674823072,use0_use1_con2_max250_bat32
8,xlmr,worst5,swa,0.9260010244741264,use0_use1_con2_max250_bat32
8,xlmr,worst5,hau,0.9312726871654025,use0_use1_con2_max250_bat32
8,xlmr,worst5,fon,0.9445023224588036,use0_use1_con2_max250_bat32
8,xlmr,worst5,kin,0.9448546673616691,use0_use1_con2_max250_bat32
9,xlmr,top5,sna,0.9555155952727749,use0_use1_con2_max250_bat32
9,xlmr,top5,twi,0.955319303211367,use0_use1_con2_max250_bat32
9,xlmr,top5,ibo,0.9547460157170601,use0_use1_con2_max250_bat32
9,xlmr,top5,mos,0.9537449914204056,use0_use1_con2_max250_bat32
9,xlmr,top5,luo,0.9523658742760217,use0_use1_con2_max250_bat32
9,xlmr,worst5,swa,0.9339373210479579,use0_use1_con2_max250_bat32
9,xlmr,worst5,kin,0.9374899235198506,use0_use1_con2_max250_bat32
9,xlmr,worst5,lug,0.9389630698590258,use0_use1_con2_max250_bat32
9,xlmr,worst5,pcm,0.9395048524951152,use0_use1_con2_max250_bat32
9,xlmr,worst5,yor,0.9442316334151837,use0_use1_con2_max250_bat32
10,xlmr,top5,twi,0.9547881919553639,use0_use1_con2_max250_bat32
10,xlmr,top5,sna,0.9547273535958287,use0_use1_con2_max250_bat32
10,xlmr,top5,ibo,0.9516655475188348,use0_use1_con2_max250_bat32
10,xlmr,top5,nya,0.9504460043152291,use0_use1_con2_max250_bat32
10,xlmr,top5,mos,0.9493473922741456,use0_use1_con2_max250_bat32
10,xlmr,worst5,swa,0.9339125778781608,use0_use1_con2_max250_bat32
10,xlmr,worst5,kin,0.9363531493583893,use0_use1_con2_max250_bat32
10,xlmr,worst5,pcm,0.9376074819885254,use0_use1_con2_max250_bat32
10,xlmr,worst5,lug,0.9396002867480476,use0_use1_con2_max250_bat32
10,xlmr,worst5,yor,0.9407033115573148,use0_use1_con2_max250_bat32
11,xlmr,top5,sna,0.9625917887413081,use0_use1_con2_max250_bat32
11,xlmr,top5,twi,0.9604268302631028,use0_use1_con2_max250_bat32
11,xlmr,top5,ibo,0.9575569555171338,use0_use1_con2_max250_bat32
11,xlmr,top5,nya,0.9571626592556065,use0_use1_con2_max250_bat32
11,xlmr,top5,xho,0.9552468127763807,use0_use1_con2_max250_bat32
11,xlmr,worst5,kin,0.9386930838379728,use0_use1_con2_max250_bat32
11,xlmr,worst5,swa,0.942940658999058,use0_use1_con2_max250_bat32
11,xlmr,worst5,lug,0.944859438202632,use0_use1_con2_max250_bat32
11,xlmr,worst5,pcm,0.9473168556035721,use0_use1_con2_max250_bat32
11,xlmr,worst5,yor,0.9482504415690434,use0_use1_con2_max250_bat32
12,xlmr,top5,sna,0.9965851451751181,use0_use1_con2_max250_bat32
12,xlmr,top5,twi,0.9960379148394504,use0_use1_con2_max250_bat32
12,xlmr,top5,xho,0.996012667370779,use0_use1_con2_max250_bat32
12,xlmr,top5,nya,0.9957234162317666,use0_use1_con2_max250_bat32
12,xlmr,top5,ibo,0.9956786702921283,use0_use1_con2_max250_bat32
12,xlmr,worst5,swa,0.9941681456555275,use0_use1_con2_max250_bat32
12,xlmr,worst5,lug,0.9946136968911681,use0_use1_con2_max250_bat32
12,xlmr,worst5,bbj,0.9947100560730423,use0_use1_con2_max250_bat32
12,xlmr,worst5,kin,0.9947145168923065,use0_use1_con2_max250_bat32
12,xlmr,worst5,yor,0.9947485690608292,use0_use1_con2_max250_bat32
