,PER,LOC,ORG,DATE,Mean
ewe,0.9993789,0.99912184,0.9995063,0.9968746,0.9987204
tsn,0.9988123,0.9994732,0.9997967,0.9962287,0.9985777
hau,0.999392,0.9992522,0.9989869,0.9964452,0.99851906
wol,0.99961,0.99908006,0.9995959,0.9948488,0.9982837
luo,0.9998934,0.99950725,0.99973357,0.99396473,0.9982747
bam,0.99893785,0.99840003,0.9989686,0.9965441,0.99821264
lug,0.99994826,0.99864393,0.9998209,0.9939646,0.99809444
sna,0.9986584,0.9987783,0.99987185,0.99472994,0.9980097
swa,0.9993895,0.9989869,0.9995509,0.99378055,0.99792695
mos,0.99963486,0.9987328,0.99947596,0.9938562,0.997925
pcm,0.9997423,0.99915636,0.9995033,0.99184364,0.99756145
yor,0.9990224,0.9987671,0.9993037,0.9930589,0.99753803
kin,0.99989355,0.999002,0.9997356,0.9911963,0.9974568
nya,0.9971993,0.9991445,0.99985886,0.99315614,0.9973397
xho,0.99498856,0.9985458,0.99660516,0.9977774,0.99697924
twi,0.9993629,0.9985012,0.9993022,0.990733,0.9969748
ibo,0.9997283,0.9980758,0.99944425,0.9884006,0.9964123
zul,0.9968602,0.990374,0.9984558,0.9990673,0.99618936
bbj,0.99924463,0.9958995,0.9986445,0.98830456,0.99552333
fon,0.99680567,0.99714476,0.9967465,0.99087155,0.9953921
