,ORG,PER,LOC,DATE,Mean
kin,0.9936821460723877,0.9865285158157349,0.9892880320549011,0.9871807098388672,0.9891698509454727
twi,0.9936291575431824,0.9886465668678284,0.9858713150024414,0.979520320892334,0.9869168400764465
luo,0.9877272844314575,0.9881793260574341,0.9872888326644897,0.9825081825256348,0.986425906419754
ibo,0.9922183752059937,0.9870914816856384,0.9700384736061096,0.9884705543518066,0.9844547212123871
tsn,0.9811831712722778,0.9891266822814941,0.9808894991874695,0.9838683009147644,0.9837669134140015
zul,0.9907313585281372,0.9853342771530151,0.9722164273262024,0.9848793745040894,0.983290359377861
nya,0.9902740120887756,0.9887208342552185,0.9799471497535706,0.9735316634178162,0.9831184148788452
lug,0.9727970361709595,0.9963586330413818,0.9870352149009705,0.975104808807373,0.9828239232301712
ewe,0.9921579360961914,0.9895848631858826,0.9808770418167114,0.9667577743530273,0.9823444038629532
wol,0.986501157283783,0.9852072596549988,0.9701627492904663,0.9873670935630798,0.982309564948082
sna,0.9877141714096069,0.9867051839828491,0.9736494421958923,0.9807393550872803,0.9822020381689072
bam,0.9792564511299133,0.9867376089096069,0.9752569794654846,0.9759317636489868,0.9792957007884979
xho,0.9845657348632812,0.9821615815162659,0.9620316624641418,0.9854957461357117,0.9785636812448502
swa,0.9786776304244995,0.9908159971237183,0.9921269416809082,0.9495565891265869,0.9777942895889282
bbj,0.9880589246749878,0.9892029166221619,0.9589782357215881,0.9691102504730225,0.9763375818729401
pcm,0.9829469323158264,0.9908367395401001,0.9813172221183777,0.9461179375648499,0.9753047078847885
fon,0.9875268936157227,0.9826722145080566,0.9612656831741333,0.9663891196250916,0.974463477730751
mos,0.9886645078659058,0.98570716381073,0.9713318943977356,0.9495708346366882,0.9738186001777649
hau,0.9773375391960144,0.9835132360458374,0.9593356847763062,0.9738852977752686,0.9735179394483566
yor,0.9862907528877258,0.979083776473999,0.9540457129478455,0.9741703867912292,0.9733976572751999
