,ORG,DATE,LOC,PER,Mean
twi,0.9797686466907496,0.9733659486955071,0.9592746580745283,0.8445904457300177,0.9392499247977006
ibo,0.9708810028073649,0.9832864214849314,0.9496600275875774,0.8505916597439589,0.9386047779059581
kin,0.9748450614211004,0.971084520993123,0.9629042140265585,0.8398950148124865,0.9371822028133172
sna,0.9760267796479899,0.9842104181030634,0.947123929351295,0.8411594169474899,0.9371301360124595
luo,0.9727600177012394,0.9590559082041608,0.9582032454336945,0.851953476796251,0.9354931620338364
ewe,0.971186010856423,0.9629524684806289,0.9449008866264689,0.8572955159930835,0.934083720489151
nya,0.9752251597309732,0.9658424485325959,0.9448607940471692,0.8430353990619952,0.9322409503431834
lug,0.9484535495362174,0.9672366762019454,0.9665111462673732,0.8462910415753856,0.9321231033952304
xho,0.9697265592292282,0.9747240886626626,0.9295692120678726,0.848011575130268,0.9305078587725079
zul,0.9735201626730698,0.9653525934894993,0.9425122573740492,0.8398759961347811,0.9303152524178498
tsn,0.9699624156699995,0.9740934561015275,0.9306272252721113,0.8434338000150687,0.9295292242646767
wol,0.9652803587002667,0.9642557622336455,0.9271682557801374,0.8358326303894505,0.9231342517758752
mos,0.967290291483316,0.9533270180852094,0.9186488453809917,0.8463872392001334,0.9214133485374126
swa,0.9614593584187163,0.926898663921583,0.9493004277367136,0.8399868845994191,0.9194113336691081
bam,0.9525103257091152,0.9558588711878482,0.9309922438055582,0.8328676210991104,0.918057265450408
bbj,0.9606802927515234,0.94456639049651,0.9126489262507627,0.8506704814443037,0.917141522735775
yor,0.9680905864477363,0.9613982703521053,0.901732007246084,0.8360114193998006,0.9168080708614316
fon,0.9667737031303592,0.9349753670739704,0.9145782203302179,0.8499271069814868,0.9165635993790086
pcm,0.9539977979098874,0.8956453620435489,0.9370395734396982,0.8433924319935283,0.9075187913466657
hau,0.9564389176436058,0.9203756244509986,0.9118942488984588,0.8395644487802244,0.9070683099433219
