,DATE,ORG,LOC,PER,Mean
hau,0.9999112486839294,0.9999603033065796,0.9999567270278931,0.9999779462814331,0.9999515563249588
lug,0.9999164342880249,0.9999803900718689,0.9999247193336487,0.9999821782112122,0.9999509304761887
nya,0.9998865723609924,0.9999563097953796,0.9999454617500305,0.9999430179595947,0.9999328404664993
xho,0.9999656677246094,0.9999431371688843,0.9999380111694336,0.9998794198036194,0.9999315589666367
kin,0.9998885989189148,0.9999387264251709,0.9999167919158936,0.9999775290489197,0.9999304115772247
sna,0.9998285174369812,0.9999661445617676,0.9999703764915466,0.9999527335166931,0.9999294430017471
twi,0.9998824596405029,0.9999380111694336,0.999914824962616,0.9999353289604187,0.9999176561832428
ibo,0.9999223947525024,0.9998767375946045,0.9999181032180786,0.9999526143074036,0.9999174624681473
bam,0.9999074935913086,0.9998969435691833,0.9999154806137085,0.9999412298202515,0.999915286898613
zul,0.9999114871025085,0.9999508261680603,0.9998575448989868,0.9999310374259949,0.9999127238988876
mos,0.9998568296432495,0.9999152421951294,0.9999457597732544,0.9999324679374695,0.9999125748872757
tsn,0.9999255537986755,0.9999188780784607,0.9998795986175537,0.9999228119850159,0.9999117106199265
luo,0.9999282360076904,0.9998802542686462,0.9999116063117981,0.9999049305915833,0.9999062567949295
swa,0.9998853802680969,0.9998911619186401,0.9998957514762878,0.9998923540115356,0.9998911619186401
wol,0.9999023079872131,0.9998877048492432,0.9998649954795837,0.9998835921287537,0.9998846501111984
ewe,0.9998829364776611,0.999868631362915,0.9998572468757629,0.9998865127563477,0.9998738318681717
bbj,0.9997782111167908,0.9998635053634644,0.9998200535774231,0.9999076128005981,0.9998423457145691
yor,0.9997328519821167,0.999828040599823,0.9997949600219727,0.9998430609703064,0.9997997283935547
pcm,0.9997790455818176,0.9997662901878357,0.99978107213974,0.9998545050621033,0.9997952282428741
fon,0.9996031522750854,0.9999045729637146,0.9998713135719299,0.9997495412826538,0.999782145023346
