,LOC,ORG,PER,DATE
bam,0.9999675154685974,0.9999866485595703,0.9999668002128601,0.9999904036521912
bbj,0.9999404549598694,0.9999945759773254,0.9999499320983887,0.9999900460243225
ewe,0.9999825358390808,0.9999940395355225,0.9999507069587708,0.9999831914901733
fon,0.99996417760849,0.9999906420707703,0.9999242424964905,0.9999751448631287
hau,0.9999668002128601,0.9999954104423523,0.9999548196792603,0.9999896287918091
ibo,0.9999694228172302,0.9999938011169434,0.9999606609344482,0.999996542930603
kin,0.9999980330467224,0.9999934434890747,0.9999805688858032,0.9999949336051941
lug,0.9999880194664001,0.9999810457229614,0.9999661445617676,0.9999832510948181
luo,0.9999935626983643,0.9999896883964539,0.9999842643737793,0.9999957084655762
mos,0.9999650120735168,0.999990701675415,0.9999274015426636,0.9999865293502808
nya,0.9999793767929077,0.9999855756759644,0.9999784827232361,0.9999824166297913
pcm,0.999992847442627,0.9999738931655884,0.9999711513519287,0.9999240040779114
sna,0.9999569058418274,0.9999826550483704,0.9999608397483826,0.9999881982803345
swa,0.9999951124191284,0.9999692440032959,0.9999799132347107,0.9999272227287292
tsn,0.999984622001648,0.9999699592590332,0.9999594688415527,0.9999940395355225
twi,0.999995768070221,0.9999934434890747,0.9999657869338989,0.9999875426292419
wol,0.9999656677246094,0.9999834299087524,0.9999470114707947,0.9999944567680359
xho,0.999956488609314,0.9999886751174927,0.9999483823776245,0.999994695186615
yor,0.9999547004699707,0.9999949336051941,0.9999540448188782,0.9999931454658508
zul,0.9999780058860779,0.9999891519546509,0.9999565482139587,0.9999945163726807
