,PER,ORG,LOC,DATE,Mean
lug,0.62336004,0.8260186,0.83514476,0.76943797,0.7634904
kin,0.6246221,0.8259688,0.7895977,0.7824629,0.75566286
twi,0.6272793,0.830907,0.77901065,0.7792654,0.7541156
luo,0.6294444,0.8306364,0.7906394,0.75706,0.7519451
ibo,0.62406546,0.8223027,0.75195074,0.7979415,0.7490651
tsn,0.62724257,0.8115663,0.76660836,0.7603941,0.7414528
swa,0.62776023,0.82224905,0.7836829,0.719857,0.7383873
nya,0.6226291,0.8311733,0.7408894,0.75559545,0.7375718
sna,0.62131715,0.80365795,0.7387937,0.7788692,0.7356595
pcm,0.62837124,0.81798947,0.762222,0.7133453,0.730482
zul,0.6175555,0.79306304,0.741369,0.7564995,0.7271218
xho,0.623138,0.7507879,0.7293734,0.80477035,0.7270174
ewe,0.6307638,0.80067277,0.7405464,0.7342185,0.72655034
wol,0.6235674,0.7881923,0.72743595,0.76232195,0.72537935
hau,0.6266035,0.7887757,0.7140842,0.75932217,0.7221964
yor,0.62547404,0.7704389,0.71595633,0.77070165,0.72064275
fon,0.62906367,0.7921722,0.7244027,0.72736067,0.7182498
bbj,0.626085,0.78456,0.7177975,0.7442606,0.71817577
mos,0.6246574,0.7957401,0.70518136,0.7340523,0.71490777
bam,0.61901355,0.7573754,0.7304789,0.7340546,0.7102306
