,LOC,PER,DATE,ORG
bam,,,,0.961262047290802
bbj,0.9216340780258179,,,0.966053307056427
ewe,,0.9742782115936279,,0.9687570333480835
fon,,0.9709182977676392,,
hau,,0.9675576090812683,,0.9629034399986267
ibo,0.9624581933021545,,,0.9695148468017578
kin,,,,0.9587615728378296
lug,,0.9712218046188354,,0.9762052297592163
luo,,0.9709948897361755,,0.9617303609848022
mos,,0.9674097895622253,,0.9699392914772034
nya,,,,0.9719047546386719
pcm,0.9744236469268799,0.9732689261436462,,
sna,0.9690240621566772,0.9697990417480469,,
swa,,0.9758350253105164,,
tsn,0.9699545502662659,,,0.9670394659042358
twi,,0.9772495627403259,,
wol,,,,0.9708901047706604
xho,0.9574053287506104,0.9502619504928589,,
yor,0.9417871832847595,,,0.9675337076187134
zul,0.9479565024375916,,,
