,LOC,PER,DATE,ORG
bam,0.9621371030807495,,,0.9671980738639832
bbj,0.9262895584106445,,,0.9720052480697632
ewe,,0.9766780734062195,,0.9757311344146729
fon,0.9508570432662964,0.9770089983940125,,0.9761145710945129
hau,0.9395751357078552,0.9748430252075195,,0.9706690907478333
ibo,0.9566231369972229,,,0.9741090536117554
kin,0.9663292765617371,0.9753190875053406,,0.9656952619552612
lug,,0.9792636036872864,,0.9739198684692383
luo,,0.9735245704650879,,0.9618379473686218
mos,,0.9702504873275757,,0.9763776063919067
nya,0.9626914262771606,,,0.9746544361114502
pcm,0.9701092839241028,0.9801249504089355,,
sna,0.9642730355262756,0.9776456952095032,,
swa,0.9640439748764038,0.9779536724090576,,0.9362487196922302
tsn,0.9628219604492188,,,0.9777397513389587
twi,0.9635325074195862,0.9822676777839661,,0.9851495027542114
wol,0.9587105512619019,0.9753628373146057,,0.9710051417350769
xho,0.9556746482849121,0.9646182060241699,,
yor,0.9364060759544373,,,0.9712377786636353
zul,0.9487600326538086,,,
