,PER,LOC,DATE,ORG
bam,,,,0.9769068956375122
bbj,,0.9419155716896057,,0.9768167734146118
ewe,0.9320939183235168,,,0.9786555767059326
fon,0.922130823135376,,,
hau,0.9274283051490784,,,0.9735793471336365
ibo,,0.9746149778366089,,0.9789489507675171
kin,,,,0.9754458069801331
lug,0.8960378170013428,,,0.9751174449920654
luo,0.9293608069419861,,,0.9722276926040649
mos,0.9194326996803284,,,0.9851698875427246
nya,,,,0.9808929562568665
pcm,0.9112404584884644,0.9717467427253723,,
sna,0.9267190098762512,0.9832708239555359,,
swa,0.9311394691467285,,,
tsn,,0.9743174314498901,,0.9786884784698486
twi,0.9287331700325012,,,
wol,,,,0.9778035283088684
xho,0.9313638806343079,0.9719179272651672,,
yor,,0.9595615863800049,,0.9798521995544434
zul,,0.9703707695007324,,
