,PER,LOC,DATE,ORG
bam,0.873769223690033,0.9702441692352295,,0.9718633890151978
bbj,0.9026983380317688,0.9548295140266418,,0.9811675548553467
ewe,0.9070108532905579,0.9675856828689575,,0.9756461977958679
fon,0.9017987847328186,0.9667186737060547,,0.9823703169822693
hau,0.8975099921226501,0.9483894109725952,,0.9719500541687012
ibo,,0.9646418690681458,,0.981482207775116
kin,0.886817991733551,0.9635695815086365,,0.9648809432983398
lug,0.8926165699958801,,,0.9653041362762451
luo,0.9065863490104675,,,0.9602688550949097
mos,0.8989900350570679,0.9682990908622742,,0.9799532890319824
nya,0.9039332866668701,0.9666420817375183,,0.9733893871307373
pcm,0.9002096652984619,0.9646348357200623,,0.9417787194252014
sna,0.9047796726226807,0.9789507389068604,,0.9764028787612915
swa,0.9012486338615417,0.947591245174408,,0.9485588073730469
tsn,,0.9645606875419617,,0.9765236377716064
twi,0.9054886698722839,0.9698733687400818,,0.986870288848877
wol,0.8984816670417786,0.9599651098251343,,0.9687322378158569
xho,0.8976662755012512,0.9643383026123047,,0.9649202823638916
yor,,0.9457760453224182,,0.9727121591567993
zul,0.8948957324028015,0.9665219783782959,,0.9812309741973877
