,PER,LOC,DATE,ORG
bam,,,,0.9973552823066711
bbj,,,,0.997502326965332
ewe,0.9927708506584167,,,0.9977551102638245
fon,0.9925210475921631,,,
hau,0.9925170540809631,,,0.9876502156257629
ibo,,0.9978229403495789,,0.9980308413505554
kin,,,,0.9981344938278198
lug,0.9899898767471313,,,0.9972373247146606
luo,0.9935904145240784,,,0.9977626204490662
mos,0.9923669695854187,,,0.9986613392829895
nya,,,,0.9984026551246643
pcm,0.9915330410003662,0.997822642326355,,
sna,0.9886687397956848,0.9986898899078369,,
swa,0.9935523867607117,,,
tsn,,0.9980486631393433,,0.9983475804328918
twi,0.9936002492904663,,,
wol,,,,0.998047411441803
xho,0.9932194352149963,0.997821033000946,,
yor,,0.996044397354126,,0.9978880286216736
zul,,0.9975413680076599,,
