,PER,LOC,DATE,ORG
bam,,0.9738421440124512,,0.9756715893745422
bbj,,0.9555982947349548,,0.9787201285362244
ewe,0.9185231924057007,,,0.9782119989395142
fon,0.910365879535675,0.9714381098747253,,0.9790587425231934
hau,0.9080938100814819,,,0.9724764227867126
ibo,,0.9686296582221985,,0.9765633344650269
kin,,0.8970916867256165,,0.9716284275054932
lug,0.9014085531234741,,,0.9712634682655334
luo,0.9088173508644104,,,0.968377411365509
mos,0.9060296416282654,,,0.9827907085418701
nya,,0.9759287238121033,,0.9767470359802246
pcm,0.8904848098754883,0.9672017693519592,,
sna,0.9083796143531799,0.9803506731987,,
swa,0.9143503308296204,0.9501688480377197,,
tsn,,0.9692214727401733,,0.9775301814079285
twi,0.9212558269500732,0.9708218574523926,,0.9894945025444031
wol,,0.9665677547454834,,0.9729156494140625
xho,0.9091408848762512,0.9642003178596497,,
yor,,0.9525066614151001,,0.9771212339401245
zul,,0.9664076566696167,,
