,PER,LOC,DATE,ORG
bam,,0.9708579778671265,,0.969567060470581
bbj,,0.9538303017616272,,0.9796919226646423
ewe,0.9072774648666382,,,0.975642204284668
fon,0.8996883034706116,0.9662842750549316,,0.982623815536499
hau,0.896069347858429,0.948363721370697,,0.9700852036476135
ibo,,0.9646648168563843,,0.9748889207839966
kin,0.886124849319458,0.9640992879867554,,0.9649494886398315
lug,0.8919371366500854,,,0.9616672992706299
luo,0.9068257808685303,,,0.9602475166320801
mos,0.895041286945343,,,0.9788093566894531
nya,0.9042941927909851,0.967215359210968,,0.971433699131012
pcm,0.8865934014320374,0.9611560106277466,,0.9304935336112976
sna,0.9025250673294067,0.9791121482849121,,0.9720962643623352
swa,0.9041231274604797,0.9454610347747803,,0.9478899240493774
tsn,,0.9637410044670105,,0.97288978099823
twi,0.9038345813751221,0.9698031544685364,,0.9867742657661438
wol,0.8970224857330322,0.960344135761261,,0.9685438871383667
xho,0.8955017924308777,0.9627190828323364,,
yor,,0.9439859390258789,,0.9717711806297302
zul,0.8940375447273254,0.9638105034828186,,
