,DATE,PER,LOC,ORG,Mean
twi,0.967058465859036,0.9917216958309416,0.9509537489596995,0.9853872255555428,0.973780284051305
kin,0.9726317598111491,0.9904782903295639,0.9342196479251432,0.9829207495264686,0.9700626118980812
lug,0.9524287176474882,0.997754642824067,0.9765052008719398,0.9534130913563306,0.9700254131749564
swa,0.9615078620102967,0.9833242039123322,0.9364649876184246,0.9838260823551954,0.9662807839740621
luo,0.9774159537122808,0.9891525463406454,0.9002959680375814,0.9860084879056525,0.96321823899904
ibo,0.9852016463908388,0.9883175049303276,0.8938913377064888,0.974804526880277,0.9605537539769831
ewe,0.9323129565435907,0.9913848783473512,0.8952976776985845,0.9794749811877668,0.9496176234443233
sna,0.9884735301255562,0.9902599719699516,0.8340725760363771,0.9804371903701388,0.9483108171255059
nya,0.9583909936702105,0.9588401833110729,0.8810782519435464,0.9876298930166952,0.9464848304853813
tsn,0.9721882201775679,0.9852590612735578,0.833638022305485,0.9832604955870446,0.9435864498359139
zul,0.9763228666859138,0.9770699099201645,0.8250554680765693,0.9738603528599,0.9380771493856369
bam,0.9667650660270107,0.988553089495553,0.8287947921178963,0.956008501542264,0.935030362295681
hau,0.97856231633931,0.9914837934837679,0.792054116194009,0.972009658664272,0.9335274711703397
pcm,0.8248723786885745,0.9936469278378958,0.9459836078872584,0.968876233827465,0.9333447870602984
fon,0.9485889902048634,0.9887874063057293,0.8077507387838703,0.9757468099899759,0.9302184863211097
mos,0.9495306975101656,0.986204003727897,0.8040836990980672,0.9683536296918218,0.9270430075069879
wol,0.9655475493580191,0.9883227065933478,0.7701927710992766,0.9684283443914026,0.9231228428605116
xho,0.9887948063333878,0.9805551291843237,0.7473319317853624,0.952150641024205,0.9172081270818198
yor,0.9469250867747102,0.94195991769708,0.7476545580804766,0.9703781380697841,0.9017294251555128
bbj,0.9137263171374689,0.9898395461966489,0.7433567575668295,0.9451324801366703,0.8980137752594044
