,DATE,LOC,PER,ORG
bam,,0.982063353061676,0.961273193359375,0.9641388654708862
bbj,,0.9590161442756653,0.9868680238723755,0.9867898225784302
ewe,,0.9714144468307495,0.984622061252594,0.9832100868225098
fon,,0.976762056350708,0.9811221361160278,0.9845027327537537
hau,,0.9508567452430725,0.984065055847168,0.9747449159622192
ibo,,0.9606298208236694,,0.9836928248405457
kin,,0.9710592031478882,0.984925389289856,0.97024005651474
lug,,,0.9835159778594971,0.9680858254432678
luo,,,0.9615166187286377,0.9687927961349487
mos,,0.9778295159339905,0.9726266264915466,0.985260009765625
nya,,0.9802162051200867,0.9921613335609436,0.9796874523162842
pcm,,0.9773369431495667,0.9839866757392883,0.9653138518333435
sna,,0.9755925536155701,0.9764586687088013,0.9742269515991211
swa,,0.9778228402137756,0.9875867366790771,0.9606385827064514
tsn,,0.9745490550994873,,0.9816958904266357
twi,,0.9741095900535583,0.9865553975105286,0.9872891902923584
wol,,0.9663234949111938,0.9889437556266785,0.9769041538238525
xho,,0.9732409119606018,0.9672961831092834,0.9752574563026428
yor,,0.9413058161735535,,0.9780712723731995
zul,,0.9673446416854858,0.9835999011993408,0.9825472235679626
