,ORG,LOC,DATE,PER,Mean
nya,0.9810258150100708,,,,0.9810258150100708
wol,0.9790511131286621,,,,0.9790511131286621
ibo,0.979378879070282,0.9747934937477112,,,0.9770861864089966
mos,0.9825949668884277,,,0.9230246543884277,0.9762124334062848
bam,0.9758899807929993,,,,0.9758899807929993
sna,,0.9809019565582275,,0.9231184720993042,0.9747108689376286
ewe,0.9795167446136475,,,0.92087322473526,0.9732335103409631
tsn,0.9744114875793457,0.9713446497917175,,,0.9728780686855316
kin,0.9727155566215515,,,,0.9727155566215515
zul,,0.9713473916053772,,,0.9713473916053772
hau,0.9764146208763123,,,0.9209409952163696,0.9704710181270327
yor,0.9814929962158203,0.9590653777122498,,,0.970279186964035
xho,,0.9750639796257019,,0.9274987578392029,0.9699677058628627
pcm,,0.9755566716194153,,0.916589617729187,0.9692387729883194
lug,0.9723711609840393,,,0.8895522356033325,0.9634977046932492
bbj,0.9804536700248718,0.944405734539032,,,0.9624297022819519
luo,0.9643512964248657,,,0.9242411851882935,0.9600537845066616
twi,,,,0.9324485063552856,0.9324485063552856
fon,,,,0.923503577709198,0.923503577709198
swa,,,,0.9232484102249146,0.9232484102249146
