,ORG,DATE,LOC,PER,Mean
lug,0.8630276,0.6479879,0.7599772,0.9493392,0.805083
kin,0.8731449,0.62522054,0.78735054,0.9119065,0.79940563
wol,0.8466727,0.64084077,0.84385145,0.8492311,0.7951491
tsn,0.90105486,0.6585877,0.82472944,0.7850385,0.7923526
luo,0.84406424,0.6332594,0.76768696,0.9007014,0.786428
ewe,0.8468293,0.6665611,0.7991137,0.8312545,0.78593963
hau,0.8201648,0.6794865,0.81422436,0.82788366,0.78543985
mos,0.8417381,0.6385362,0.7747878,0.8748255,0.7824719
swa,0.85493624,0.6453609,0.7715072,0.83916056,0.7777412
pcm,0.8382114,0.63250273,0.7834301,0.83991253,0.77351415
ibo,0.8209065,0.6204596,0.7688558,0.86141074,0.7679082
twi,0.816616,0.6274754,0.75164473,0.8517293,0.76186633
sna,0.88376373,0.6573105,0.78629345,0.70700926,0.7585943
yor,0.8183415,0.6513796,0.7732923,0.7679837,0.75274926
bam,0.8008756,0.6583238,0.74413145,0.7884325,0.7479409
nya,0.8565576,0.63324684,0.7592714,0.726403,0.7438697
bbj,0.7885487,0.6210816,0.71472955,0.82684976,0.7378024
xho,0.73222196,0.76424,0.75798005,0.68057996,0.73375547
zul,0.7703379,0.7414073,0.6561978,0.7003971,0.717085
fon,0.759717,0.6224759,0.7573328,0.7202195,0.71493626
