Language,Cosine_Similarity
lug,0.96701205
kin,0.96236277
xho,0.96185374
zul,0.9600928
nya,0.9297964
sna,0.92397445
luo,0.90872896
tsn,0.9025601
hau,0.8831122
wol,0.8728312
ibo,0.85708404
ewe,0.84737134
twi,0.84495777
bam,0.84168684
mos,0.81838113
swa,0.774972
pcm,0.74668753
fon,0.71947527
yor,0.71458167
bbj,0.68611753
