,DATE,PER,LOC,ORG,Mean
luo,0.911745656544562,0.7474381672587662,0.926573390499926,0.9367616226514447,0.8806297092386748
twi,0.9017769357373907,0.7767902799734532,0.891895976391691,0.9411913591698857,0.8779136378181052
nya,0.9022319157959352,0.7485620749349798,0.8905629391298892,0.9448189284878131,0.8715439645871543
lug,0.8911995623616401,0.7476703053855314,0.9225699028243132,0.9123356029903733,0.8684438433904645
kin,0.9295980467896768,0.7030275761317887,0.9060375372681628,0.9151714443380763,0.8634586511319262
ibo,0.945162770288728,0.7694347943715479,0.8329451812970328,0.9049025132510996,0.863111314802102
zul,0.9097399477242597,0.7596472331701452,0.8544181289396954,0.9136578331676456,0.8593657857504364
swa,0.8744379043958282,0.7286057203190223,0.9135781378557459,0.9157269309827973,0.8580871733883485
sna,0.9450098880847848,0.7608351691554338,0.8197326419860729,0.9047419919265659,0.8575799227882143
tsn,0.913386325360098,0.7376284926744872,0.8352728369816046,0.9109272497870259,0.8493037262008039
xho,0.9426584669739123,0.7625200478871818,0.7960718157657686,0.8947709641349958,0.8490053236904646
hau,0.9187423429765933,0.7654517503706636,0.7878406111628132,0.895659043709446,0.841923437054879
wol,0.8913218124632364,0.7634489605873248,0.7956691827973543,0.904954952685223,0.8388487271332847
mos,0.8623373186429402,0.7579604931635645,0.8244420591117148,0.9044688883867728,0.837302189826248
bam,0.8671044579777896,0.7432053389787895,0.8308658335451293,0.8253563017299972,0.8166329830579263
pcm,0.7442034877982655,0.7697515392997063,0.868265384625396,0.8740995468261968,0.8140799896373911
ewe,0.7510355683753925,0.7413373405948785,0.8492016224818036,0.9090997602471153,0.8126685729247975
fon,0.7857738108406045,0.7409200061081745,0.7579064900222829,0.8745222356453325,0.7897806356540986
yor,0.8209727257312341,0.6700956668885758,0.6663954008397988,0.8865456411186009,0.7610023586445523
bbj,0.760178856712094,0.758077544125278,0.6184629643579603,0.7875262247457798,0.731061397485278
