layer,model,rank_type,language,cosine,config
1,xlmr,top5,kin,0.9999362065523032,use1_use1_con4_max500_bat64
1,xlmr,top5,lug,0.999921229726654,use1_use1_con4_max500_bat64
1,xlmr,top5,nya,0.9998926305947649,use1_use1_con4_max500_bat64
1,xlmr,top5,pcm,0.9998874060205061,use1_use1_con4_max500_bat64
1,xlmr,top5,sna,0.9998854478544593,use1_use1_con4_max500_bat64
1,xlmr,worst5,fon,0.9995566405715317,use1_use1_con4_max500_bat64
1,xlmr,worst5,bam,0.9995888741170667,use1_use1_con4_max500_bat64
1,xlmr,worst5,ewe,0.9996915688226351,use1_use1_con4_max500_bat64
1,xlmr,worst5,yor,0.9997113551136454,use1_use1_con4_max500_bat64
1,xlmr,worst5,ibo,0.9997457342035688,use1_use1_con4_max500_bat64
2,xlmr,top5,kin,0.9999925184127552,use1_use1_con4_max500_bat64
2,xlmr,top5,nya,0.9999916512293653,use1_use1_con4_max500_bat64
2,xlmr,top5,tsn,0.9999906251883642,use1_use1_con4_max500_bat64
2,xlmr,top5,luo,0.9999895334078096,use1_use1_con4_max500_bat64
2,xlmr,top5,lug,0.9999886647494127,use1_use1_con4_max500_bat64
2,xlmr,worst5,bam,0.9999659987430729,use1_use1_con4_max500_bat64
2,xlmr,worst5,fon,0.9999691038092917,use1_use1_con4_max500_bat64
2,xlmr,worst5,ewe,0.9999764579331201,use1_use1_con4_max500_bat64
2,xlmr,worst5,yor,0.9999773356628419,use1_use1_con4_max500_bat64
2,xlmr,worst5,twi,0.9999786255614946,use1_use1_con4_max500_bat64
3,xlmr,top5,kin,0.999996338042765,use1_use1_con4_max500_bat64
3,xlmr,top5,lug,0.9999959338174476,use1_use1_con4_max500_bat64
3,xlmr,top5,nya,0.9999958731061163,use1_use1_con4_max500_bat64
3,xlmr,top5,zul,0.9999954199142367,use1_use1_con4_max500_bat64
3,xlmr,top5,sna,0.9999946292019612,use1_use1_con4_max500_bat64
3,xlmr,worst5,pcm,0.9999832317840078,use1_use1_con4_max500_bat64
3,xlmr,worst5,fon,0.9999858416824277,use1_use1_con4_max500_bat64
3,xlmr,worst5,swa,0.9999876032564848,use1_use1_con4_max500_bat64
3,xlmr,worst5,ewe,0.9999885452039274,use1_use1_con4_max500_bat64
3,xlmr,worst5,ibo,0.999989415362416,use1_use1_con4_max500_bat64
4,xlmr,top5,zul,0.9999973980093118,use1_use1_con4_max500_bat64
4,xlmr,top5,mos,0.9999970389965224,use1_use1_con4_max500_bat64
4,xlmr,top5,tsn,0.9999970068121119,use1_use1_con4_max500_bat64
4,xlmr,top5,wol,0.9999967950278457,use1_use1_con4_max500_bat64
4,xlmr,top5,lug,0.9999964927860822,use1_use1_con4_max500_bat64
4,xlmr,worst5,swa,0.9999931832301633,use1_use1_con4_max500_bat64
4,xlmr,worst5,pcm,0.9999937378847741,use1_use1_con4_max500_bat64
4,xlmr,worst5,bam,0.9999938300507599,use1_use1_con4_max500_bat64
4,xlmr,worst5,bbj,0.9999940001204406,use1_use1_con4_max500_bat64
4,xlmr,worst5,sna,0.9999942198446053,use1_use1_con4_max500_bat64
5,xlmr,top5,kin,0.9999795654363535,use1_use1_con4_max500_bat64
5,xlmr,top5,lug,0.999979080102789,use1_use1_con4_max500_bat64
5,xlmr,top5,xho,0.9999759071905965,use1_use1_con4_max500_bat64
5,xlmr,top5,luo,0.9999755752833165,use1_use1_con4_max500_bat64
5,xlmr,top5,nya,0.999975265243191,use1_use1_con4_max500_bat64
5,xlmr,worst5,bam,0.9999501792256759,use1_use1_con4_max500_bat64
5,xlmr,worst5,fon,0.9999581219997725,use1_use1_con4_max500_bat64
5,xlmr,worst5,twi,0.9999584067556602,use1_use1_con4_max500_bat64
5,xlmr,worst5,wol,0.9999666963835966,use1_use1_con4_max500_bat64
5,xlmr,worst5,pcm,0.9999681394245229,use1_use1_con4_max500_bat64
6,xlmr,top5,lug,0.9999988632181999,use1_use1_con4_max500_bat64
6,xlmr,top5,kin,0.9999987433974138,use1_use1_con4_max500_bat64
6,xlmr,top5,luo,0.9999986442144337,use1_use1_con4_max500_bat64
6,xlmr,top5,nya,0.999998629870958,use1_use1_con4_max500_bat64
6,xlmr,top5,sna,0.999998562496945,use1_use1_con4_max500_bat64
6,xlmr,worst5,bam,0.9999968651701564,use1_use1_con4_max500_bat64
6,xlmr,worst5,twi,0.9999974381253102,use1_use1_con4_max500_bat64
6,xlmr,worst5,fon,0.9999975399112752,use1_use1_con4_max500_bat64
6,xlmr,worst5,pcm,0.9999980992164827,use1_use1_con4_max500_bat64
6,xlmr,worst5,mos,0.9999981425146438,use1_use1_con4_max500_bat64
7,xlmr,top5,lug,0.9999945882874163,use1_use1_con4_max500_bat64
7,xlmr,top5,yor,0.9999929361705902,use1_use1_con4_max500_bat64
7,xlmr,top5,xho,0.9999928783256657,use1_use1_con4_max500_bat64
7,xlmr,top5,luo,0.9999926993653716,use1_use1_con4_max500_bat64
7,xlmr,top5,nya,0.999990350446715,use1_use1_con4_max500_bat64
7,xlmr,worst5,mos,0.999979243272246,use1_use1_con4_max500_bat64
7,xlmr,worst5,hau,0.9999809766917531,use1_use1_con4_max500_bat64
7,xlmr,worst5,bbj,0.9999810721432061,use1_use1_con4_max500_bat64
7,xlmr,worst5,twi,0.999982275317177,use1_use1_con4_max500_bat64
7,xlmr,worst5,bam,0.9999850102498231,use1_use1_con4_max500_bat64
8,xlmr,top5,lug,0.999997804425901,use1_use1_con4_max500_bat64
8,xlmr,top5,luo,0.9999966405951203,use1_use1_con4_max500_bat64
8,xlmr,top5,nya,0.999996615494451,use1_use1_con4_max500_bat64
8,xlmr,top5,yor,0.9999965582398153,use1_use1_con4_max500_bat64
8,xlmr,top5,sna,0.9999963616140324,use1_use1_con4_max500_bat64
8,xlmr,worst5,bbj,0.9999774160044697,use1_use1_con4_max500_bat64
8,xlmr,worst5,mos,0.9999798368776572,use1_use1_con4_max500_bat64
8,xlmr,worst5,hau,0.9999852685162296,use1_use1_con4_max500_bat64
8,xlmr,worst5,pcm,0.9999891121658218,use1_use1_con4_max500_bat64
8,xlmr,worst5,bam,0.9999921878491009,use1_use1_con4_max500_bat64
9,xlmr,top5,yor,0.9999974928167303,use1_use1_con4_max500_bat64
9,xlmr,top5,lug,0.9999971572991878,use1_use1_con4_max500_bat64
9,xlmr,top5,luo,0.9999959267949311,use1_use1_con4_max500_bat64
9,xlmr,top5,fon,0.9999957072539194,use1_use1_con4_max500_bat64
9,xlmr,top5,nya,0.9999956943412678,use1_use1_con4_max500_bat64
9,xlmr,worst5,mos,0.9999836985331678,use1_use1_con4_max500_bat64
9,xlmr,worst5,bbj,0.9999870621754241,use1_use1_con4_max500_bat64
9,xlmr,worst5,hau,0.999988236024399,use1_use1_con4_max500_bat64
9,xlmr,worst5,pcm,0.9999902416081101,use1_use1_con4_max500_bat64
9,xlmr,worst5,twi,0.9999907145336381,use1_use1_con4_max500_bat64
10,xlmr,top5,nya,0.9999861365700533,use1_use1_con4_max500_bat64
10,xlmr,top5,fon,0.9999839278643418,use1_use1_con4_max500_bat64
10,xlmr,top5,zul,0.9999839127499776,use1_use1_con4_max500_bat64
10,xlmr,top5,yor,0.9999833837697775,use1_use1_con4_max500_bat64
10,xlmr,top5,sna,0.9999832199824152,use1_use1_con4_max500_bat64
10,xlmr,worst5,pcm,0.9999294618136848,use1_use1_con4_max500_bat64
10,xlmr,worst5,hau,0.9999717311674443,use1_use1_con4_max500_bat64
10,xlmr,worst5,luo,0.9999718616217,use1_use1_con4_max500_bat64
10,xlmr,worst5,twi,0.9999732922847616,use1_use1_con4_max500_bat64
10,xlmr,worst5,bam,0.9999752522741311,use1_use1_con4_max500_bat64
11,xlmr,top5,kin,0.999980281719982,use1_use1_con4_max500_bat64
