,LOC,DATE,ORG,PER
bam,0.999997615814209,0.9999983310699463,0.9999983310699463,0.999994158744812
bbj,0.999998927116394,0.9999988079071045,0.9999991655349731,0.9999964237213135
ewe,0.9999993443489075,0.9999992847442627,0.9999992251396179,0.9999949336051941
fon,0.9999985098838806,0.9999985098838806,0.9999990463256836,0.9999949336051941
hau,0.9999995231628418,0.9999989867210388,0.9999995827674866,0.9999973773956299
ibo,0.9999992847442627,0.9999996423721313,0.9999990463256836,0.9999963045120239
kin,0.9999993443489075,0.9999994039535522,0.9999997019767761,0.9999969601631165
lug,0.9999997019767761,0.9999995231628418,0.9999997019767761,0.999997079372406
luo,0.9999995827674866,0.9999992847442627,0.9999994039535522,0.9999969601631165
mos,0.9999990463256836,0.999998927116394,0.9999994039535522,0.9999961853027344
nya,0.9999995231628418,0.9999992847442627,0.9999996423721313,0.999996542930603
pcm,0.9999992847442627,0.9999993443489075,0.9999994039535522,0.9999961256980896
sna,0.9999993443489075,0.9999990463256836,0.9999998211860657,0.9999961256980896
swa,0.9999993443489075,0.9999992847442627,0.9999992847442627,0.9999967813491821
tsn,0.9999991059303284,0.9999993443489075,0.999999463558197,0.9999960064888
twi,0.9999990463256836,0.9999980330467224,0.9999991655349731,0.9999943971633911
wol,0.9999991059303284,0.9999995231628418,0.9999993443489075,0.9999958276748657
xho,0.9999993443489075,0.9999995827674866,0.9999995827674866,0.999996542930603
yor,0.9999992847442627,0.9999991059303284,0.9999993443489075,0.9999975562095642
zul,0.999999463558197,0.9999995231628418,0.9999996423721313,0.9999967217445374
