,DATE,PER,LOC,ORG
bam,,0.8693995475769043,0.9433006644248962,0.8827512264251709
bbj,,0.8699254393577576,0.8601436018943787,0.933432936668396
ewe,,0.865504801273346,0.9174966812133789,0.945527195930481
fon,,0.8595556020736694,0.9240754246711731,0.9526824355125427
hau,,0.8704224824905396,0.9140558242797852,0.959261417388916
ibo,,0.8619396090507507,0.9402037262916565,0.9531005024909973
kin,,0.8784430623054504,0.9214220643043518,0.9554452300071716
lug,,0.8573004603385925,0.9251410961151123,0.9503144025802612
luo,,0.8640817403793335,0.9283862709999084,0.9162865877151489
mos,,0.8608462810516357,0.9273051023483276,0.9457672238349915
nya,,0.8890529274940491,0.9292760491371155,0.9450131058692932
pcm,,0.8744335174560547,0.9307779669761658,0.905190646648407
sna,,0.8702934384346008,0.9236289858818054,0.9448083639144897
swa,,0.8766376376152039,0.9228755235671997,0.9110339283943176
tsn,,0.8708076477050781,0.922042965888977,0.9318245053291321
twi,,0.8796116709709167,0.9360806345939636,0.959341287612915
wol,,0.8905658721923828,0.9100633859634399,0.9368210434913635
xho,,0.8502861857414246,0.8967795968055725,0.9421270489692688
yor,,,0.8353767991065979,0.9292235374450684
zul,,0.8672956824302673,0.9036390781402588,0.9532203078269958
