,DATE,PER,LOC,ORG
bam,,,0.8123708963394165,0.7219670414924622
bbj,,,0.6343665719032288,0.7307077050209045
ewe,,0.5485478639602661,,0.7825412750244141
fon,,0.5329319834709167,0.7615517377853394,0.7850407361984253
hau,,0.5992003679275513,0.7319031953811646,0.8344734311103821
ibo,,,0.8256638646125793,0.7847392559051514
kin,,0.5932206511497498,0.774491548538208,0.8524102568626404
lug,,0.5509165525436401,,0.8450040221214294
luo,,0.6020254492759705,,0.7232378125190735
mos,,0.530726432800293,,0.7725663781166077
nya,,0.641541600227356,0.8071677684783936,0.8224167227745056
pcm,,0.5730651617050171,0.7584757804870605,
sna,,0.5711066722869873,0.8068509101867676,0.8103837370872498
swa,,0.5747947692871094,0.792595386505127,0.7935846447944641
tsn,,,0.796205997467041,0.8102812767028809
twi,,0.6223258376121521,0.8045742511749268,0.8435787558555603
wol,,0.5929821133613586,0.6793407201766968,0.7553825378417969
xho,,0.5255926847457886,0.7053314447402954,
yor,,,0.5816354155540466,0.7103911638259888
zul,,0.6016131043434143,0.6829195618629456,
